DateChargement_jour,DateLivraison_jour,Poids
64.0,66.0,2.37432
64.0,66.0,1.4756
64.0,65.0,1.99121
64.0,65.0,0.93744
64.0,65.0,1.50971
64.0,65.0,1.66968
64.0,66.0,6.86005
64.0,65.0,1.75278
64.0,65.0,0.772
64.0,65.0,1.1355
65.0,66.0,0.55832
65.0,66.0,0.592
65.0,68.0,6.51077
65.0,66.0,0.54956
65.0,66.0,0.48359
65.0,68.0,1.30054
65.0,67.0,0.97502
65.0,68.0,7.07
65.0,66.0,0.7534
65.0,68.0,0.87343
65.0,68.0,0.22852
65.0,65.0,2.6598
65.0,66.0,0.993
65.0,66.0,1.81295
65.0,66.0,0.42576
65.0,66.0,0.56702
65.0,66.0,0.242
65.0,66.0,0.60844
65.0,66.0,0.25146
65.0,67.0,0.37774
65.0,66.0,1.31737
65.0,66.0,0.20687
65.0,66.0,0.23128
65.0,66.0,1.73042
65.0,66.0,4.3475
65.0,66.0,1.74451
65.0,67.0,0.1174
66.0,66.0,0.20113
66.0,67.0,4.8
66.0,67.0,1.34747
66.0,68.0,0.72808
66.0,67.0,0.48058
66.0,67.0,0.67493
66.0,67.0,0.3198
66.0,67.0,0.37476
66.0,67.0,0.4797
66.0,67.0,0.68189
66.0,67.0,3.42436
66.0,68.0,0.45755
66.0,67.0,0.51165
66.0,69.0,0.30042
66.0,69.0,0.29796
66.0,67.0,2.77458
66.0,67.0,0.35351
66.0,68.0,1.17234
66.0,67.0,0.80728
66.0,70.0,0.37765
66.0,67.0,0.8087
66.0,67.0,2.53732
66.0,67.0,1.54
66.0,67.0,0.44065
66.0,67.0,0.45
66.0,68.0,0.18
66.0,67.0,2.333
66.0,68.0,0.3642
66.0,67.0,0.576
66.0,67.0,1.26221
66.0,67.0,0.37035
66.0,69.0,0.51595
66.0,68.0,0.59948
66.0,67.0,4.7162
66.0,67.0,2.92066
66.0,68.0,2.88792
66.0,67.0,2.0428
67.0,69.0,0.63197
67.0,68.0,0.72132
67.0,68.0,1.73622
67.0,69.0,0.45154
67.0,68.0,0.63
67.0,68.0,0.8456
67.0,69.0,0.533
67.0,69.0,0.64358
67.0,71.0,0.40795
67.0,68.0,1.32179
67.0,70.0,1.40378
67.0,68.0,0.85648
67.0,68.0,0.26311
67.0,71.0,0.70686
67.0,69.0,0.748
67.0,68.0,0.404
67.0,68.0,1.1172
67.0,68.0,0.429
67.0,68.0,2.34689
67.0,68.0,0.73238
67.0,68.0,0.2726
67.0,68.0,0.15498
68.0,72.0,0.7362
68.0,69.0,0.46038
68.0,69.0,0.41979
68.0,69.0,1.12533
68.0,69.0,0.25464
68.0,69.0,6.95206
68.0,69.0,0.92264
68.0,72.0,0.2989
68.0,69.0,0.323
68.0,69.0,1.159
68.0,70.0,0.10566
68.0,69.0,0.0846
68.0,69.0,0.65055
68.0,69.0,0.408
68.0,69.0,0.331
68.0,72.0,2.89405
68.0,70.0,0.48289
68.0,69.0,5.63168
68.0,69.0,2.2859
68.0,72.0,0.283
68.0,69.0,0.72025
68.0,70.0,2.13195
68.0,69.0,0.994
69.0,70.0,0.45401
69.0,70.0,0.9426
69.0,71.0,1.23511
69.0,71.0,0.33597
69.0,70.0,1.829
69.0,70.0,0.45
69.0,71.0,7.762
69.0,73.0,0.805
69.0,70.0,3.16983
69.0,70.0,0.16767
69.0,73.0,3.31346
69.0,70.0,4.388
69.0,70.0,5.647
69.0,73.0,0.5941
69.0,73.0,2.52923
69.0,72.0,3.7262
70.0,71.0,0.56936
70.0,71.0,0.62702
70.0,71.0,0.99812
70.0,71.0,1.1385
70.0,71.0,1.62035
70.0,71.0,0.347
70.0,71.0,2.26564
70.0,72.0,2.016
70.0,72.0,4.06511
70.0,73.0,0.18904
70.0,71.0,2.5302
70.0,72.0,1.47474
70.0,71.0,5.69913
70.0,71.0,0.2059
71.0,72.0,7.56689
71.0,73.0,0.46471
71.0,73.0,0.97888
71.0,75.0,0.63302
71.0,72.0,0.72691
71.0,72.0,0.50176
71.0,73.0,1.84588
71.0,72.0,1.052
71.0,72.0,0.32936
71.0,72.0,1.9827
71.0,73.0,1.54642
71.0,73.0,0.848
71.0,72.0,0.19756
71.0,73.0,0.529
71.0,73.0,2.62164
71.0,72.0,12.85
71.0,73.0,0.465
71.0,72.0,0.77412
71.0,72.0,1.85043
71.0,73.0,1.02032
71.0,73.0,0.33223
71.0,74.0,0.24384
71.0,73.0,0.78616
71.0,73.0,0.338
71.0,72.0,0.18693
71.0,73.0,0.16535
71.0,72.0,0.15364
71.0,72.0,0.29032
72.0,73.0,0.19552
72.0,75.0,0.3626
72.0,76.0,0.26107
72.0,75.0,1.38
72.0,73.0,0.65224
72.0,73.0,0.792
72.0,73.0,0.5288
72.0,73.0,2.57313
72.0,72.0,3.4511
72.0,76.0,0.416
72.0,73.0,1.72421
72.0,73.0,0.62379
72.0,73.0,1.47223
72.0,74.0,1.173
72.0,74.0,0.37965
72.0,73.0,0.39982
72.0,73.0,1.826
72.0,74.0,0.35381
72.0,72.0,0.15711
72.0,73.0,1.0654
72.0,73.0,2.44783
72.0,73.0,1.72454
72.0,73.0,0.96497
73.0,74.0,0.3042
73.0,75.0,3.03616
73.0,74.0,0.28974
73.0,75.0,0.4405
73.0,74.0,3.937
73.0,74.0,2.0
73.0,74.0,0.4626
73.0,75.0,0.22339
73.0,77.0,0.89314
73.0,77.0,0.4257
73.0,75.0,0.32849
73.0,76.0,0.236
73.0,74.0,0.3723
73.0,74.0,0.2484
73.0,74.0,2.9301
73.0,74.0,0.44923
73.0,74.0,1.207
73.0,74.0,1.94071
73.0,74.0,1.641
73.0,74.0,2.64751
73.0,74.0,0.30303
73.0,74.0,2.61099
73.0,76.0,2.51576
74.0,77.0,0.46013
74.0,78.0,1.2075
74.0,75.0,1.62443
74.0,75.0,2.49262
74.0,76.0,2.8398
74.0,75.0,1.62191
74.0,75.0,1.07516
74.0,76.0,1.06684
74.0,75.0,0.43912
74.0,74.0,0.63342
74.0,76.0,0.26941
74.0,75.0,0.5067
74.0,75.0,1.16933
74.0,75.0,5.5495
74.0,78.0,1.46727
74.0,75.0,0.29176
74.0,77.0,0.43415
74.0,77.0,0.4371
74.0,77.0,0.39224
74.0,78.0,0.42614
74.0,75.0,0.52825
74.0,75.0,0.37624
74.0,75.0,3.06
75.0,76.0,5.3485
75.0,76.0,1.88904
75.0,76.0,0.65223
75.0,76.0,2.554
75.0,78.0,2.68408
75.0,79.0,0.69624
75.0,77.0,2.92039
75.0,77.0,4.102
75.0,76.0,1.1409
75.0,78.0,0.3914
75.0,78.0,1.0132
75.0,77.0,0.94582
75.0,76.0,1.8004
75.0,76.0,3.1132
75.0,76.0,0.84244
75.0,76.0,0.46504
75.0,76.0,0.32289
75.0,79.0,1.373
75.0,77.0,0.51445
75.0,76.0,1.02435
75.0,78.0,0.28
75.0,77.0,0.87352
75.0,76.0,1.0057
75.0,77.0,3.153
76.0,79.0,0.5424
76.0,77.0,1.73206
76.0,77.0,1.2145
76.0,78.0,2.76589
76.0,77.0,0.6157
76.0,80.0,2.41408
76.0,80.0,1.8641
76.0,77.0,1.38753
76.0,79.0,1.0
77.0,78.0,0.59083
77.0,78.0,0.287
77.0,81.0,1.48732
77.0,79.0,0.5899
77.0,79.0,0.36417
77.0,78.0,2.07986
77.0,78.0,0.567
77.0,78.0,1.65816
77.0,79.0,2.00611
77.0,78.0,1.18287
77.0,78.0,1.86803
77.0,79.0,5.45907
77.0,78.0,1.06392
77.0,78.0,0.13013
77.0,78.0,0.76904
78.0,79.0,2.77
78.0,79.0,4.70934
78.0,81.0,1.02102
78.0,81.0,1.01138
78.0,79.0,0.55407
78.0,81.0,2.319
78.0,81.0,0.87729
78.0,79.0,7.1625
78.0,80.0,0.87244
78.0,80.0,1.20662
78.0,80.0,0.325
78.0,81.0,2.04427
78.0,79.0,0.85754
78.0,79.0,0.30955
78.0,80.0,1.486
78.0,79.0,0.3333
78.0,82.0,2.917
78.0,80.0,1.73516
78.0,79.0,2.46612
78.0,80.0,0.382
78.0,79.0,0.62342
78.0,79.0,0.85974
78.0,79.0,1.36649
78.0,79.0,0.49906
78.0,80.0,2.93339
79.0,81.0,0.39114
79.0,80.0,1.241
79.0,80.0,0.2
79.0,80.0,3.36402
79.0,80.0,3.32646
79.0,80.0,0.573
79.0,80.0,3.14977
79.0,81.0,0.693
79.0,82.0,0.83945
79.0,80.0,0.59483
79.0,80.0,0.36212
79.0,82.0,0.5445
79.0,80.0,5.13041
79.0,80.0,0.31584
79.0,82.0,0.486
79.0,80.0,2.68823
80.0,82.0,0.08956
80.0,81.0,6.2089
80.0,81.0,2.03274
80.0,81.0,0.21371
80.0,81.0,0.53567
80.0,81.0,1.61363
80.0,84.0,0.4226
80.0,82.0,0.5488
80.0,81.0,0.5901
80.0,81.0,0.766
80.0,81.0,0.21429
80.0,81.0,0.26254
80.0,83.0,0.8278
80.0,81.0,1.4051
80.0,81.0,1.26291
80.0,84.0,1.199
80.0,84.0,0.49156
80.0,82.0,0.84337
80.0,81.0,0.52383
80.0,83.0,0.30168
80.0,84.0,5.49966
80.0,81.0,0.28301
80.0,82.0,2.232
80.0,81.0,2.54216
80.0,84.0,0.16388
80.0,82.0,1.95067
81.0,82.0,0.904
81.0,82.0,1.71109
81.0,82.0,0.59046
81.0,83.0,1.81345
81.0,82.0,9.35924
81.0,84.0,2.9414
81.0,84.0,0.51
81.0,84.0,1.01717
81.0,85.0,3.2794
81.0,85.0,1.17935
81.0,82.0,0.26894
81.0,85.0,0.21902
81.0,82.0,3.04962
81.0,82.0,0.1627
81.0,82.0,1.12989
81.0,84.0,0.69865
81.0,85.0,0.5382
81.0,82.0,0.775
81.0,84.0,0.28798
81.0,82.0,8.06201
81.0,82.0,3.2046
81.0,84.0,2.10888
81.0,85.0,0.35
81.0,84.0,0.34808
82.0,83.0,0.62417
82.0,83.0,1.52019
82.0,83.0,0.342
82.0,84.0,0.494
82.0,86.0,0.50134
82.0,85.0,0.98583
82.0,85.0,1.07275
82.0,83.0,2.04276
82.0,84.0,0.21
82.0,83.0,1.4938
82.0,83.0,0.46193
82.0,83.0,0.45
82.0,85.0,1.35508
82.0,84.0,0.56463
83.0,86.0,0.66404
83.0,86.0,0.70287
83.0,86.0,4.95874
83.0,86.0,0.96974
83.0,84.0,0.50981
83.0,84.0,0.31206
83.0,87.0,0.7464
83.0,87.0,1.12726
83.0,84.0,0.85796
83.0,86.0,0.49898
83.0,84.0,0.27532
83.0,84.0,0.6936
83.0,87.0,0.51711
83.0,84.0,0.48426
83.0,86.0,0.08882
83.0,84.0,1.78503
84.0,86.0,0.748
84.0,88.0,0.44315
84.0,85.0,2.12395
84.0,88.0,2.872
84.0,86.0,0.25315
84.0,86.0,0.667
84.0,85.0,1.2219
84.0,86.0,0.24918
84.0,85.0,0.72835
84.0,85.0,1.00554
84.0,85.0,1.15028
84.0,86.0,0.229
84.0,85.0,0.41102
85.0,86.0,0.29515
85.0,86.0,0.616
85.0,86.0,0.69308
85.0,86.0,0.20885
85.0,89.0,1.35128
85.0,86.0,0.236
85.0,89.0,0.16292
85.0,87.0,0.9765
85.0,88.0,1.049
85.0,87.0,0.40886
85.0,87.0,0.95638
85.0,86.0,1.49993
85.0,87.0,1.19406
85.0,86.0,2.5158
85.0,86.0,0.68726
85.0,87.0,0.35684
85.0,86.0,0.55922
85.0,86.0,0.184
85.0,86.0,0.9077
85.0,86.0,0.5092
85.0,86.0,1.68198
85.0,86.0,1.6575
85.0,86.0,0.87489
86.0,87.0,3.166
86.0,87.0,0.6069
86.0,87.0,0.45106
86.0,87.0,0.287
86.0,87.0,0.575
86.0,87.0,3.685
86.0,88.0,1.375
86.0,89.0,2.48376
86.0,87.0,1.42
86.0,87.0,0.35169
86.0,87.0,3.172
86.0,90.0,0.7616
86.0,91.0,3.73926
86.0,87.0,0.29468
86.0,87.0,1.3198
86.0,87.0,0.65
86.0,87.0,0.499
86.0,87.0,3.67001
86.0,87.0,0.49626
86.0,87.0,1.02
86.0,87.0,1.28732
86.0,88.0,1.22437
86.0,88.0,0.8606
87.0,88.0,0.45332
87.0,88.0,0.59224
87.0,88.0,0.7808
87.0,89.0,0.61833
87.0,91.0,1.95638
87.0,88.0,2.75133
87.0,92.0,2.8808
87.0,88.0,2.19184
87.0,88.0,0.8177
87.0,88.0,1.01201
87.0,88.0,1.0
87.0,88.0,3.24755
87.0,88.0,0.96
87.0,88.0,0.99855
87.0,88.0,0.549
87.0,92.0,0.202
87.0,92.0,0.26085
87.0,89.0,0.72675
87.0,91.0,1.647
87.0,88.0,0.7737
87.0,91.0,2.25931
87.0,88.0,2.77627
87.0,88.0,0.85019
87.0,88.0,0.35376
87.0,88.0,2.52485
87.0,91.0,0.21479
87.0,89.0,2.8322
87.0,89.0,0.4142
88.0,93.0,0.6679
88.0,92.0,0.30983
88.0,91.0,1.05571
88.0,89.0,0.34311
88.0,90.0,0.4378
88.0,89.0,1.821
88.0,90.0,0.50942
88.0,89.0,1.18372
88.0,92.0,2.24699
88.0,93.0,0.498
88.0,92.0,0.94599
88.0,90.0,0.73172
88.0,92.0,1.03
88.0,89.0,0.58312
88.0,93.0,0.30334
88.0,89.0,1.18059
88.0,90.0,0.58886
88.0,89.0,1.3012
88.0,89.0,1.7262
89.0,94.0,0.58145
89.0,90.0,0.61535
89.0,90.0,0.2512
89.0,93.0,0.847
89.0,91.0,0.915
89.0,93.0,0.4934
89.0,91.0,5.54194
89.0,94.0,1.14918
89.0,91.0,2.047
89.0,90.0,1.3365
89.0,94.0,0.56865
89.0,90.0,2.00831
89.0,92.0,2.701
89.0,93.0,14.196
89.0,93.0,0.16296
89.0,91.0,0.36012
89.0,93.0,2.57
89.0,90.0,2.243
89.0,90.0,1.2038
90.0,91.0,0.9295
90.0,91.0,1.10008
90.0,95.0,3.094
90.0,91.0,0.14571
90.0,92.0,0.67396
90.0,93.0,0.22532
90.0,91.0,1.1153
90.0,92.0,1.968
90.0,91.0,0.40925
90.0,94.0,0.4219
90.0,91.0,0.83458
90.0,91.0,4.35186
90.0,94.0,0.2249
91.0,95.0,0.42
91.0,96.0,1.09101
91.0,92.0,4.405
91.0,95.0,0.09195
91.0,92.0,0.63474
91.0,92.0,0.28785
91.0,93.0,0.35438
91.0,95.0,0.387
91.0,92.0,2.0956
91.0,92.0,0.495
91.0,92.0,0.91547
91.0,92.0,0.24721
91.0,92.0,0.2729
91.0,92.0,4.75079
91.0,92.0,0.357
91.0,92.0,0.556
92.0,96.0,1.03846
92.0,93.0,0.43811
92.0,96.0,0.42792
92.0,96.0,0.40343
92.0,96.0,0.41472
92.0,96.0,0.3968
92.0,94.0,1.524
92.0,93.0,0.16565
92.0,93.0,4.5093
92.0,93.0,3.40684
92.0,93.0,0.29142
92.0,93.0,1.8538
92.0,93.0,1.3537
92.0,93.0,0.35
92.0,94.0,0.187
92.0,97.0,1.71317
92.0,93.0,2.70083
92.0,93.0,1.49916
92.0,93.0,0.2232
92.0,93.0,0.83316
92.0,93.0,0.25424
92.0,97.0,2.74651
92.0,93.0,0.24536
92.0,93.0,0.3
93.0,98.0,1.35031
93.0,94.0,0.64663
93.0,95.0,0.37296
93.0,94.0,5.19596
93.0,95.0,0.305
93.0,94.0,1.52745
93.0,96.0,0.2192
93.0,94.0,0.25438
93.0,97.0,1.45878
93.0,94.0,0.4845
93.0,95.0,0.681
93.0,94.0,2.22513
93.0,94.0,0.423
93.0,97.0,0.53556
93.0,94.0,0.853
93.0,94.0,1.22258
93.0,94.0,0.254
93.0,94.0,1.78632
93.0,94.0,0.74018
93.0,94.0,0.226
93.0,95.0,0.77362
93.0,94.0,0.5237
93.0,95.0,0.55287
93.0,94.0,1.0955
93.0,94.0,0.37019
93.0,97.0,0.3115
94.0,99.0,1.0808
94.0,95.0,0.86575
94.0,96.0,0.106
94.0,95.0,1.399
94.0,95.0,0.784
94.0,95.0,0.64662
94.0,98.0,1.4389
94.0,95.0,0.5737
94.0,98.0,0.11853
94.0,97.0,1.434
95.0,99.0,0.39608
95.0,99.0,1.20344
95.0,96.0,1.33195
95.0,100.0,1.56867
95.0,96.0,0.41643
95.0,99.0,2.14616
95.0,96.0,0.76088
95.0,96.0,0.31685
95.0,96.0,0.697
95.0,98.0,0.218
95.0,99.0,4.46672
95.0,99.0,2.694
95.0,99.0,0.249
95.0,96.0,0.41427
95.0,100.0,0.5117
95.0,96.0,0.6022
95.0,96.0,0.58885
95.0,99.0,1.64193
95.0,96.0,0.26054
95.0,96.0,5.34903
96.0,99.0,0.47553
96.0,97.0,4.70344
96.0,97.0,0.58939
96.0,97.0,3.05147
96.0,97.0,0.3
96.0,97.0,2.164
96.0,100.0,1.229
96.0,97.0,1.0032
96.0,101.0,0.5
96.0,100.0,0.2788
96.0,98.0,0.7888
96.0,97.0,1.19238
96.0,97.0,0.99608
96.0,97.0,8.27042
96.0,101.0,2.95152
97.0,98.0,2.666
97.0,101.0,0.16662
97.0,100.0,1.36615
97.0,98.0,1.629
97.0,101.0,0.2884
97.0,101.0,1.008
97.0,98.0,0.66976
97.0,101.0,0.49818
97.0,101.0,3.35
97.0,98.0,4.41888
97.0,98.0,0.5986
97.0,101.0,2.835
97.0,98.0,0.30288
97.0,98.0,5.22232
98.0,99.0,1.26207
98.0,102.0,2.2905
98.0,99.0,0.90321
98.0,99.0,3.96527
98.0,102.0,0.61343
98.0,102.0,0.80191
98.0,99.0,1.1
98.0,101.0,0.24036
98.0,99.0,0.51386
98.0,100.0,1.43806
98.0,99.0,1.74347
98.0,99.0,0.75892
98.0,99.0,1.106
98.0,99.0,0.60391
98.0,99.0,0.32763
98.0,100.0,0.1367
99.0,100.0,1.83196
99.0,103.0,0.546
99.0,100.0,1.25569
99.0,100.0,1.37776
99.0,100.0,1.1045
99.0,102.0,0.65406
99.0,100.0,4.7855
99.0,100.0,0.56762
99.0,100.0,4.8664
100.0,101.0,5.45583
100.0,101.0,0.6955
100.0,101.0,2.2267
100.0,101.0,0.225
100.0,101.0,0.821
100.0,101.0,0.9829
100.0,102.0,1.31676
100.0,104.0,0.71375
100.0,101.0,0.54112
100.0,101.0,1.17093
100.0,101.0,1.49215
100.0,102.0,1.52146
100.0,104.0,10.0844
100.0,101.0,0.5742
100.0,102.0,0.56995
100.0,104.0,0.4692
100.0,101.0,0.4184
100.0,101.0,1.31075
100.0,102.0,1.106
100.0,101.0,1.71865
100.0,101.0,2.50242
100.0,101.0,5.8499
100.0,101.0,1.13361
100.0,103.0,0.5817
100.0,101.0,0.3
100.0,101.0,1.40199
101.0,104.0,0.50273
101.0,104.0,0.81111
101.0,102.0,2.32624
101.0,102.0,9.24041
101.0,102.0,0.22469
101.0,102.0,0.3052
101.0,105.0,1.3245
101.0,101.0,0.675
101.0,102.0,0.43144
101.0,102.0,0.518
101.0,104.0,1.5524
101.0,104.0,1.95556
101.0,102.0,0.3557
101.0,102.0,0.20458
101.0,104.0,0.2506
101.0,102.0,1.71667
101.0,104.0,0.7559
101.0,102.0,2.8025
101.0,102.0,2.26066
101.0,105.0,0.399
102.0,103.0,0.66579
102.0,103.0,0.86333
102.0,106.0,1.5742
102.0,106.0,1.146
102.0,103.0,0.46141
102.0,103.0,2.056
102.0,105.0,0.2536
102.0,103.0,0.777
102.0,103.0,0.86601
102.0,103.0,10.0
102.0,105.0,0.3454
102.0,103.0,0.27562
102.0,103.0,0.25431
102.0,103.0,4.96624
102.0,106.0,5.0345
102.0,103.0,1.36458
102.0,103.0,3.9474
102.0,105.0,0.5
102.0,103.0,1.43156
102.0,104.0,0.55224
102.0,103.0,0.927
102.0,105.0,0.29284
102.0,106.0,0.6272
103.0,104.0,0.631
103.0,105.0,5.13561
103.0,104.0,1.69814
103.0,106.0,0.541
103.0,106.0,0.89786
103.0,104.0,1.74
103.0,107.0,4.80046
103.0,104.0,0.46499
103.0,107.0,0.43915
103.0,104.0,0.5678
103.0,107.0,1.461
103.0,104.0,0.14557
103.0,104.0,0.94065
103.0,106.0,2.43124
103.0,104.0,1.4259
103.0,106.0,0.51496
103.0,107.0,0.04214
103.0,106.0,3.53775
103.0,104.0,4.9743
103.0,104.0,0.178
103.0,104.0,0.46375
103.0,104.0,1.99272
104.0,107.0,2.45124
104.0,106.0,1.15583
104.0,105.0,0.94796
104.0,107.0,1.5332
104.0,107.0,0.88385
104.0,105.0,0.44603
104.0,105.0,1.921
104.0,108.0,0.42654
104.0,105.0,0.50165
104.0,107.0,0.81258
104.0,105.0,2.96882
104.0,105.0,1.1109
104.0,105.0,0.51968
104.0,107.0,0.30892
104.0,106.0,1.10629
104.0,105.0,0.62481
104.0,108.0,0.77017
104.0,108.0,2.0829
105.0,106.0,0.04032
105.0,106.0,0.316
105.0,106.0,0.83642
105.0,106.0,1.26844
105.0,106.0,1.20182
105.0,107.0,0.94826
105.0,108.0,0.797
105.0,106.0,0.585
105.0,107.0,0.4172
105.0,106.0,0.57725
105.0,107.0,2.7412
105.0,106.0,0.1746
105.0,106.0,6.0
105.0,107.0,0.47763
105.0,106.0,0.272
105.0,107.0,0.3812
105.0,106.0,0.78737
105.0,107.0,0.592
105.0,105.0,1.8218
105.0,106.0,2.669
105.0,106.0,0.2836
106.0,109.0,1.059
106.0,107.0,0.24844
106.0,109.0,4.67798
106.0,109.0,0.91973
106.0,110.0,1.00061
106.0,109.0,0.14608
106.0,107.0,0.65713
106.0,108.0,4.66595
106.0,107.0,1.052
106.0,107.0,0.29456
106.0,107.0,0.46942
106.0,108.0,0.24487
106.0,107.0,1.4627
106.0,108.0,1.953
106.0,107.0,0.174
106.0,108.0,0.35784
106.0,108.0,7.29218
106.0,107.0,1.19172
107.0,108.0,1.95193
107.0,108.0,0.617
107.0,109.0,0.82292
107.0,108.0,1.32756
107.0,109.0,1.375
107.0,109.0,0.3455
107.0,110.0,0.608
107.0,111.0,2.11065
107.0,108.0,0.81528
107.0,108.0,3.895
107.0,108.0,1.36189
107.0,108.0,0.32793
107.0,108.0,0.60853
107.0,110.0,1.25309
107.0,108.0,0.63638
107.0,108.0,0.54331
107.0,110.0,0.32037
107.0,108.0,1.77685
107.0,110.0,0.425
108.0,111.0,1.5219
108.0,109.0,0.65866
108.0,109.0,0.6333
108.0,109.0,3.28263
108.0,109.0,0.37749
108.0,110.0,1.0847
108.0,109.0,0.47271
108.0,109.0,0.65325
108.0,110.0,1.6604
108.0,110.0,3.9175
108.0,108.0,1.08225
108.0,109.0,0.82
108.0,110.0,1.2397
108.0,111.0,0.70786
108.0,112.0,2.2627
108.0,111.0,0.16046
108.0,111.0,0.68455
108.0,111.0,0.3525
108.0,110.0,5.164
108.0,109.0,0.4617
108.0,111.0,0.41775
109.0,110.0,1.72607
109.0,110.0,0.2057
109.0,110.0,1.78709
109.0,110.0,0.3905
109.0,110.0,2.10854
109.0,110.0,0.4694
109.0,111.0,0.50483
109.0,110.0,0.60383
109.0,110.0,0.572
109.0,110.0,0.83872
109.0,111.0,0.37962
109.0,110.0,1.81547
109.0,110.0,3.5668
109.0,111.0,0.4888
109.0,110.0,0.2027
109.0,112.0,1.01842
109.0,112.0,0.37451
109.0,112.0,0.58747
109.0,110.0,0.86647
109.0,110.0,0.341
109.0,113.0,0.506
109.0,111.0,0.964
109.0,110.0,0.85096
109.0,110.0,0.921
109.0,111.0,0.26119
110.0,111.0,0.56985
110.0,111.0,2.57572
110.0,111.0,1.882
110.0,111.0,0.334
110.0,114.0,1.90444
110.0,111.0,0.56643
110.0,111.0,0.28338
110.0,114.0,0.48698
110.0,111.0,1.45798
110.0,111.0,2.52652
110.0,111.0,2.60074
110.0,111.0,0.44802
110.0,112.0,4.46
110.0,113.0,0.74971
111.0,111.0,0.4661
111.0,114.0,2.47444
111.0,115.0,1.426
111.0,114.0,0.28525
111.0,114.0,1.42264
111.0,112.0,0.18765
111.0,115.0,1.03096
111.0,113.0,0.85216
111.0,113.0,0.23804
111.0,113.0,1.182
111.0,111.0,1.064
111.0,112.0,0.1883
111.0,112.0,2.68025
111.0,114.0,1.507
111.0,112.0,1.66152
111.0,112.0,0.75
112.0,113.0,0.393
112.0,113.0,2.10843
112.0,115.0,0.225
112.0,113.0,1.918
112.0,113.0,1.441
112.0,113.0,0.13619
112.0,116.0,0.81943
112.0,116.0,2.89751
112.0,113.0,0.794
112.0,113.0,1.3187
112.0,113.0,0.46961
112.0,113.0,1.01174
112.0,113.0,1.64718
112.0,115.0,0.877
112.0,113.0,0.34673
112.0,115.0,0.51932
112.0,114.0,0.326
112.0,114.0,3.8934
113.0,145.0,2.51059
113.0,114.0,0.57737
113.0,114.0,0.55831
113.0,115.0,0.27682
113.0,114.0,0.48635
113.0,115.0,0.493
113.0,114.0,0.05148
113.0,114.0,0.29045
113.0,115.0,0.68916
113.0,114.0,0.512
113.0,114.0,0.122
113.0,117.0,0.84656
113.0,115.0,0.50432
113.0,117.0,1.37912
113.0,114.0,1.46465
113.0,115.0,0.85985
114.0,116.0,0.408
114.0,115.0,0.49492
114.0,116.0,0.5782
114.0,115.0,0.375
114.0,115.0,0.29041
114.0,115.0,1.354
114.0,114.0,0.69783
114.0,115.0,0.50257
114.0,115.0,0.4359
114.0,116.0,0.81459
114.0,116.0,2.87958
114.0,116.0,0.76364
114.0,116.0,1.67621
114.0,115.0,1.036
114.0,115.0,0.24079
114.0,115.0,0.72638
114.0,118.0,1.5194
114.0,115.0,0.82868
114.0,118.0,2.20613
114.0,115.0,0.5508
114.0,115.0,0.307
114.0,115.0,1.90664
114.0,115.0,0.19761
115.0,116.0,2.956
115.0,116.0,0.2087
115.0,119.0,1.3706
115.0,116.0,4.848
115.0,116.0,0.32565
115.0,119.0,0.34317
115.0,116.0,0.46236
115.0,116.0,0.54017
115.0,116.0,2.86589
115.0,118.0,2.81202
115.0,119.0,3.13488
115.0,116.0,0.80168
115.0,119.0,3.22274
115.0,116.0,0.585
115.0,117.0,0.18835
115.0,116.0,0.661
115.0,117.0,0.09947
115.0,119.0,0.5459
115.0,118.0,0.61428
115.0,117.0,1.32356
116.0,118.0,0.48945
116.0,117.0,1.75338
116.0,120.0,5.59972
116.0,117.0,0.33448
116.0,118.0,0.425
116.0,119.0,0.14616
116.0,118.0,0.75076
116.0,120.0,0.32489
116.0,117.0,0.83897
116.0,117.0,0.42414
116.0,117.0,0.9818
116.0,117.0,2.40009
116.0,120.0,1.40828
116.0,120.0,0.2936
116.0,118.0,3.2171
116.0,117.0,0.283
116.0,118.0,0.4168
116.0,117.0,0.66235
117.0,121.0,2.7183
117.0,118.0,0.83322
117.0,118.0,2.6268
117.0,118.0,0.23898
117.0,121.0,0.1551
117.0,118.0,0.8371
117.0,119.0,1.95748
117.0,118.0,12.5195
117.0,118.0,0.342
117.0,119.0,0.73
117.0,120.0,1.71976
117.0,118.0,0.54038
117.0,119.0,0.3391
117.0,120.0,0.34736
117.0,120.0,1.10005
117.0,120.0,4.6043
117.0,118.0,0.261
117.0,120.0,2.58097
117.0,118.0,0.47159
118.0,119.0,1.681
118.0,121.0,0.7236
118.0,119.0,0.531
118.0,121.0,0.5142
118.0,120.0,0.3743
118.0,121.0,0.17152
118.0,119.0,0.668
118.0,122.0,0.8566
118.0,120.0,1.787
118.0,119.0,0.65684
118.0,119.0,1.48729
119.0,119.0,0.4629
119.0,120.0,1.29053
119.0,120.0,0.09802
119.0,120.0,1.28328
119.0,122.0,2.655
119.0,121.0,2.138
119.0,121.0,0.30854
119.0,121.0,0.29654
119.0,120.0,1.23721
119.0,120.0,1.93203
119.0,120.0,0.28726
119.0,120.0,0.38041
119.0,120.0,2.62735
119.0,120.0,2.3766
119.0,121.0,0.16491
119.0,120.0,0.47194
119.0,120.0,0.4746
119.0,120.0,0.3338
119.0,121.0,0.3901
119.0,120.0,2.4252
119.0,121.0,1.02188
