DateChargement,DateLivraison,Departement,Villes destinataire,Palette,Poids,MLin,Volume,Colis,Latitude,Longitude,MoisChargement
2021-03-05,2021-03-07,54, BLENOD-LES-PONT-A-MOUSSON,0,1.4756,3.2,15.63,97,48.877282,6.058013,3
2021-03-05,2021-03-06,30, GRAU-DU-ROI (LE),3,1.99121,0,4.91,111,43.531749,4.140011,3
2021-03-05,2021-03-06,62, VENDIN-LES-BETHUNE,2,0.93744,0,5.24,108,50.546183,2.60726,3
2021-03-05,2021-03-06,67, DURRENBACH,3,1.50971,5.3,11.64,102,48.898196,7.764905,3
2021-03-05,2021-03-06,68, CERNAY,2,1.66968,10.7,2.95,127,47.80342,7.170948,3
2021-03-05,2021-03-07,12, RODEZ,27,6.86005,13.4,53.41,454,44.359272,2.566732,3
2021-03-05,2021-03-06,71, CHAGNY,1,1.75278,1.3,0.0,82,46.907103,4.761834,3
2021-03-05,2021-03-06,38, CHAPAREILLAN,3,0.772,4.5,1.68,64,45.468559,5.979325,3
2021-03-05,2021-03-06,63, THIERS,1,1.1355,0,7.3,56,45.864766,3.538758,3
2021-03-06,2021-03-07,26, MONTELIMAR,3,0.55832,6.3,12.07,64,44.553424,4.745639,3
2021-03-06,2021-03-07,71, TOURNUS,3,0.592,2.8,4.37,12,46.564825,4.897479,3
2021-03-06,2021-03-09,51, SAINTE-MENEHOULD,9,6.51077,7.8,31.08,456,49.099215,4.936022,3
2021-03-06,2021-03-07,25, FINS-LES,0,0.54956,2.8,19.71,68,47.071754,6.622183,3
2021-03-06,2021-03-07,77, VILLEPARISIS,0,0.48359,0,9.5,43,48.94368,2.614745,3
2021-03-06,2021-03-09,87, PANAZOL,1,1.30054,0,4.65,118,45.83941,1.317459,3
2021-03-06,2021-03-08,68, COLMAR,1,0.97502,0.8,1.52,89,48.081502,7.352569,3
2021-03-06,2021-03-09,8, VOUZIERS,16,7.07,0,83.62,0,49.414265,4.697693,3
2021-03-06,2021-03-07,27, EZY-SUR-EURE,1,0.7534,0,1.79,69,48.864686,1.416342,3
2021-03-06,2021-03-09,69, CONDRIEU,5,0.87343,6.1,4.82,48,45.476757,4.754055,3
2021-03-06,2021-03-09,87, LIMOGES,0,0.22852,0,14.2,14,45.856159,1.221254,3
2021-03-06,2021-03-06,45, FLEURY-LES-AUBRAIS,4,2.6598,8.3,4.41,258,47.933797,1.919794,3
2021-03-06,2021-03-07,59, WATTEN,1,0.993,0,7.54,612,50.832122,2.214511,3
2021-03-06,2021-03-07,1, MEZERIAT,3,1.81295,2.6,1.618,103,46.243875,5.046776,3
2021-03-06,2021-03-07,30, SAINT-HIPPOLYTE-DU-FORT,0,0.42576,1.3,2.72,21,43.956803,3.867114,3
2021-03-06,2021-03-07,69, SAINT-SYMPHORIEN-SUR-COISE,0,0.56702,0,0.89,46,45.634387,4.449903,3
2021-03-06,2021-03-07,63, ROMAGNAT,0,0.242,0.4,0.0,550,45.725005,3.095781,3
2021-03-06,2021-03-07,29, GUIPAVAS,2,0.60844,1.5,4.53,32,48.428236,-4.403555,3
2021-03-06,2021-03-07,90, BELFORT,0,0.25146,1.4,12.77,27,47.640938,6.857469,3
2021-03-06,2021-03-08,12, RODEZ,0,0.37774,0,2.82,30,44.359272,2.566732,3
2021-03-06,2021-03-07,71, CHAGNY,4,1.31737,0,9.2,87,46.907103,4.761834,3
2021-03-06,2021-03-07,69, SAINT-JEAN-D'ARDIERES,1,0.20687,0,1.52,12,46.111874,4.741322,3
2021-03-06,2021-03-07,70, JUSSEY,1,0.23128,2.3,9.87,28,47.828082,5.889894,3
2021-03-06,2021-03-07,71, GIVRY,1,1.73042,2.6,5.29,139,46.779361,4.743764,3
2021-03-06,2021-03-07,43, LE PUY EN VELAY CEDEX,13,4.3475,11.4,23.28,311,45.030881,3.899202,3
2021-03-06,2021-03-07,69, SAINT-JEAN-D'ARDIERES,2,1.74451,3.7,6.48,129,46.111874,4.741322,3
2021-03-06,2021-03-08,17, BOURCEFRANC-LE-CHAPUS,0,0.1174,1,0.75,10,45.841869,-1.139629,3
2021-03-07,2021-03-07,36, SAINT-AOUT,0,0.20113,1,1.14,11,46.729262,1.974264,3
2021-03-07,2021-03-08,67, DURRENBACH,4,4.8,0,0.0,192,48.898196,7.764905,3
2021-03-07,2021-03-08,63, BESSE-ET-SAINT-ANASTAISE,1,1.34747,2,0.42,50,45.507404,2.918851,3
2021-03-07,2021-03-09,74, PASSY,3,0.72808,0,3.09,41,45.925787,6.703807,3
2021-03-07,2021-03-08,62, RINXENT,1,0.48058,0,5.42,41,50.805781,1.742502,3
2021-03-07,2021-03-08,30, GRAU-DU-ROI (LE),1,0.67493,2.5,2.013,26,43.531749,4.140011,3
2021-03-07,2021-03-08,85, SAINTE-HERMINE,0,0.3198,10.1,0.64,18,46.560152,-1.077567,3
2021-03-07,2021-03-08,74, PASSY,0,0.37476,0,0.77,9,45.925787,6.703807,3
2021-03-07,2021-03-08,63, ROMAGNAT,0,0.4797,0,0.49,75,45.725005,3.095781,3
2021-03-07,2021-03-08,31, TOULOUSE,3,0.68189,0,7.18,91,43.604082,1.433805,3
2021-03-07,2021-03-08,3, COMMENTRY,5,3.42436,2.4,3.68,209,46.274736,2.749455,3
2021-03-07,2021-03-09,68, FELLERING,1,0.45755,0,10.53,67,47.894418,6.973904,3
2021-03-07,2021-03-08,12, MILLAU,0,0.51165,0.8,3.82,51,44.115989,3.07932,3
2021-03-07,2021-03-10,17, SABLONCEAUX,0,0.30042,0,2.94,20,45.709259,-0.890056,3
2021-03-07,2021-03-10,87, COUZEIX,1,0.29796,3.3,3.68,31,45.88693,1.217069,3
2021-03-07,2021-03-08,73, MODANE,2,2.77458,12.1,0.48,122,45.194019,6.664194,3
2021-03-07,2021-03-08,63, THIERS,1,0.35351,0,5.78,19,45.864766,3.538758,3
2021-03-07,2021-03-09,26, LORIOL-SUR-DROME,4,1.17234,0,5.33,180,44.750005,4.799261,3
2021-03-07,2021-03-08,88, CHAVELOT,1,0.80728,0,1.54,77,48.228813,6.433005,3
2021-03-07,2021-03-11,20, BASTIA,3,0.37765,0,2.46,31,48.868956,2.393052,3
2021-03-07,2021-03-08,50, SAINT-SAUVEUR-LE-VICOMTE,2,0.8087,1.4,2.75,32,49.382654,-1.54003,3
2021-03-07,2021-03-08,31, ROUFFIAC-TOLOSAN,9,2.53732,4,18.82,95,43.664917,1.522337,3
2021-03-07,2021-03-08,68, HESINGUE,2,1.54,0.9,9.28,20,47.576926,7.525224,3
2021-03-07,2021-03-08,44, BLAIN,1,0.44065,0,1.08,9,47.462786,-1.779167,3
2021-03-07,2021-03-08,42, SAVIGNEUX,2,0.45,3.1,5.86,37,45.617997,4.094098,3
2021-03-07,2021-03-09,56, AMBON,0,0.18,0,0.63,10,47.55513,-2.548088,3
2021-03-07,2021-03-08,26, MONTELEGER,2,2.333,4.2,12.1,113,44.862175,4.928074,3
2021-03-07,2021-03-09,45, CHATEAUNEUF-SUR-LOIRE,0,0.3642,0,89.32,78,47.872743,2.223164,3
2021-03-07,2021-03-08,71, TOURNUS,2,0.576,4.6,6.9,59,46.564825,4.897479,3
2021-03-07,2021-03-08,1, SAINT-ETIENNE-SUR-REYSSOUZE,2,1.26221,6.6,6.57,83,46.399913,5.008968,3
2021-03-07,2021-03-08,85, SAINTE-HERMINE,4,0.37035,8.7,10.17,45,46.560152,-1.077567,3
2021-03-07,2021-03-10,87, COUZEIX,1,0.51595,3.4,7.03,23,45.88693,1.217069,3
2021-03-07,2021-03-09,30, SAINT-GILLES,0,0.59948,0,0.93,38,43.698432,4.411905,3
2021-03-07,2021-03-08,50, SAINTE-MERE-EGLISE,4,4.7162,4.6,8.36,205,49.423046,-1.281656,3
2021-03-07,2021-03-08,71, MACON,3,2.92066,0,7.56,146,46.323354,4.810857,3
2021-03-07,2021-03-09,26, LORIOL-SUR-DROME,5,2.88792,3,6.37,210,44.750005,4.799261,3
2021-03-07,2021-03-08,42, BOEN,1,2.0428,2.1,4.37,97,45.739941,4.191844,3
2021-03-08,2021-03-10,1, SAINT-ETIENNE-SUR-REYSSOUZE,0,0.63197,8.3,17.95,45,46.399913,5.008968,3
2021-03-08,2021-03-09,59, SECLIN,0,0.72132,4.2,0.77,40,50.54831,3.034681,3
2021-03-08,2021-03-09,63, LEMPDES,4,1.73622,0,6.83,356,45.771876,3.193029,3
2021-03-08,2021-03-10,1, BOURG-EN-BRESSE,1,0.45154,3,0.87,1,46.207449,5.216368,3
2021-03-08,2021-03-09,27, GASNY,1,0.63,3,12.1,53,49.097295,1.600564,3
2021-03-08,2021-03-09,3, LURCY-LEVIS,1,0.8456,1,2.19,45,46.738063,2.92851,3
2021-03-08,2021-03-10,57, DIEUZE,1,0.533,0,8.66,46,48.811468,6.720321,3
2021-03-08,2021-03-10,71, MACON,1,0.64358,1.4,1.968,38,46.323354,4.810857,3
2021-03-08,2021-03-12,80, ALBERT,0,0.40795,0,6.75,40,50.002026,2.653788,3
2021-03-08,2021-03-09,71, TOURNUS,1,1.32179,2.4,5.15,59,46.564825,4.897479,3
2021-03-08,2021-03-11,69, CONDRIEU,2,1.40378,0,2.46,72,45.476757,4.754055,3
2021-03-08,2021-03-09,70, LURE,1,0.85648,3,12.94,125,47.684098,6.497007,3
2021-03-08,2021-03-09,71, TOURNUS,0,0.26311,0,13.44,38,46.564825,4.897479,3
2021-03-08,2021-03-12,80, CAMON,2,0.70686,0,8.82,85,49.900914,2.356551,3
2021-03-08,2021-03-10,68, COLMAR,1,0.748,10.6,1.15,44,48.081502,7.352569,3
2021-03-08,2021-03-09,27, EZY-SUR-EURE,0,0.404,1.5,1.38,36,48.864686,1.416342,3
2021-03-08,2021-03-09,70, NOIDANS-LES-VESOUL,4,1.1172,0,10.17,45,47.61586,6.131158,3
2021-03-08,2021-03-09,70, LUXEUIL-LES-BAINS,0,0.429,0,1.65,43,47.817996,6.372699,3
2021-03-08,2021-03-09,29, LANRIVOARE,6,2.34689,0,5.06,178,48.459626,-4.641106,3
2021-03-08,2021-03-09,64, SOUMOULOU,2,0.73238,11.2,2.77,34,43.263822,-0.189853,3
2021-03-08,2021-03-09,69, CONDRIEU,2,0.2726,1.1,6.74,127,45.476757,4.754055,3
2021-03-08,2021-03-09,85, SAINTE-HERMINE,1,0.15498,3.3,2.19,3,46.560152,-1.077567,3
2021-03-09,2021-03-13,80, CAMON,1,0.7362,0.9,1.46,80,49.900914,2.356551,3
2021-03-09,2021-03-10,27, EZY-SUR-EURE,0,0.46038,0,6.343,29,48.864686,1.416342,3
2021-03-09,2021-03-10,58, PREMERY,0,0.41979,1.4,3.152,39,47.162382,3.339948,3
2021-03-09,2021-03-10,67, DIEMERINGEN,6,1.12533,3.8,4.31,88,48.940256,7.189326,3
2021-03-09,2021-03-10,71, CHAGNY,0,0.25464,0,0.49,18,46.907103,4.761834,3
2021-03-09,2021-03-10,76, TRAIT (LE),18,6.95206,13.2,40.06,389,49.484162,0.802257,3
2021-03-09,2021-03-10,41, ROMORANTIN-LANTHENAY,1,0.92264,1.3,1.04,26,47.360174,1.743026,3
2021-03-09,2021-03-13,17, SABLONCEAUX,0,0.2989,6.9,2.27,40,45.709259,-0.890056,3
2021-03-09,2021-03-10,85, SAINTE-HERMINE,0,0.323,0,1.97,23,46.560152,-1.077567,3
2021-03-09,2021-03-10,67, SCHWOBSHEIM,4,1.159,2.3,9.9,52,48.231369,7.575652,3
2021-03-09,2021-03-11,68, OLTINGUE,0,0.10566,0,0.31,5,47.493196,7.393276,3
2021-03-09,2021-03-10,59, WORMHOUT,2,0.0846,3,1.44,12,50.877813,2.476853,3
2021-03-09,2021-03-10,62, NORDAUSQUES,1,0.65055,0,2.41,59,50.818237,2.08992,3
2021-03-09,2021-03-10,89, AUXERRE,4,0.408,4,5.76,210,47.791247,3.579905,3
2021-03-09,2021-03-10,30, MEYRANNES,1,0.331,2.4,44.164,175,44.273453,4.163812,3
2021-03-09,2021-03-13,60, BEAUVAIS,6,2.89405,3.2,8.34,196,49.439897,2.087073,3
2021-03-09,2021-03-11,84, SORGUES,1,0.48289,0.9,3.451,101,44.010004,4.877015,3
2021-03-09,2021-03-10,27, BEZU-SAINT-ELOI,11,5.63168,0,11.98,885,49.298471,1.693852,3
2021-03-09,2021-03-10,76, SAINT-VIGOR-D'YMONVILLE,4,2.2859,0,5.86,137,49.493494,0.361827,3
2021-03-09,2021-03-13,3, CUSSET,0,0.283,0,16.91,43,45.644397,0.047045,3
2021-03-09,2021-03-10,3, NEUVY,0,0.72025,1.8,1.5,35,48.043023,3.792792,3
2021-03-09,2021-03-11,54, JARNY,3,2.13195,3.8,4.68,103,49.153575,5.879061,3
2021-03-09,2021-03-10,62, GUINES,3,0.994,2.7,5.95,50,50.875394,1.871529,3
2021-03-10,2021-03-11,85, AIZENAY,0,0.45401,3.2,14.9,25,46.737555,-1.623882,3
2021-03-10,2021-03-11,34, CLERMONT-L'HERAULT,2,0.9426,2.9,6.582,89,43.630085,3.429377,3
2021-03-10,2021-03-12,68, ROUFFACH,0,1.23511,6.5,4.37,107,47.95838,7.305052,3
2021-03-10,2021-03-12,67, DURRENBACH,2,0.33597,0,1.63,17,48.898196,7.764905,3
2021-03-10,2021-03-11,63, VEYRE-MONTON,3,1.829,0,2.8,89,45.673155,3.16073,3
2021-03-10,2021-03-11,30, SAINT-HIPPOLYTE-DU-FORT,1,0.45,3,1.11,3,43.956803,3.867114,3
2021-03-10,2021-03-12,54, BLENOD-LES-PONT-A-MOUSSON,18,7.762,10.8,32.02,248,48.877282,6.058013,3
2021-03-10,2021-03-14,34, BEZIERS,1,0.805,0,1.48,35,43.348715,3.232849,3
2021-03-10,2021-03-11,62, VENDIN-LES-BETHUNE,2,3.16983,0,15.8,127,50.546183,2.60726,3
2021-03-10,2021-03-11,18, GRACAY,0,0.16767,1.2,0.49,10,47.144136,1.846415,3
2021-03-10,2021-03-14,20, BASTIA,5,3.31346,0,14.47,290,48.868956,2.393052,3
2021-03-10,2021-03-11,59, MARLY,6,4.388,13.6,9.05,324,50.348175,3.544788,3
2021-03-10,2021-03-11,45, PITHIVIERS,14,5.647,10.7,13.94,441,48.17645,2.255167,3
2021-03-10,2021-03-14,3, CUSSET,0,0.5941,0,0.85,69,45.644397,0.047045,3
2021-03-10,2021-03-14,3, CUSSET,2,2.52923,4.4,22.81,388,45.644397,0.047045,3
2021-03-10,2021-03-13,87, SAINT-JUNIEN,3,3.7262,0,1.79,166,45.896572,0.893218,3
2021-03-11,2021-03-12,58, PREMERY,1,0.56936,0,3.72,51,47.162382,3.339948,3
2021-03-11,2021-03-12,20, AJACCIO,0,0.62702,3.2,2.656,86,48.867717,2.392954,3
2021-03-11,2021-03-12,50, SAINT-SAUVEUR-LE-VICOMTE,3,0.99812,4.7,9.27,48,49.382654,-1.54003,3
2021-03-11,2021-03-12,27, EVREUX,4,1.1385,0,21.93,62,49.020599,1.146898,3
2021-03-11,2021-03-12,59, DUNKERQUE,5,1.62035,6.7,9.392,200,51.028093,2.346065,3
2021-03-11,2021-03-12,70, SAINT-LOUP-SUR-SEMOUSE,0,0.347,5.1,3.77,22,47.881539,6.274881,3
2021-03-11,2021-03-12,63, ISSOIRE,10,2.26564,13.4,13.91,554,45.542007,3.24313,3
2021-03-11,2021-03-13,71, BRANGES,2,2.016,2.2,6.48,96,46.652735,5.166097,3
2021-03-11,2021-03-13,68, ROUFFACH,5,4.06511,0,9.22,189,47.95838,7.305052,3
2021-03-11,2021-03-14,51, SAINTE-MENEHOULD,0,0.18904,1.5,89.45,10,49.099215,4.936022,3
2021-03-11,2021-03-12,58, SAINT-BENIN-D'AZY,2,2.5302,1.6,0.279,131,46.999801,3.395899,3
2021-03-11,2021-03-13,1, MEZERIAT,1,1.47474,7.4,1.28,82,46.243875,5.046776,3
2021-03-11,2021-03-12,62, AUDRUICQ,8,5.69913,9.8,12.29,445,50.884115,2.083412,3
2021-03-11,2021-03-12,62, SAINT-LAURENT-BLANGY,0,0.2059,0,4.03,22,50.304189,2.809964,3
2021-03-12,2021-03-13,88, CORNIMONT,6,7.56689,6.4,13.612,522,47.964891,6.843589,3
2021-03-12,2021-03-14,35, GUIPRY,0,0.46471,0.6,1.32,32,47.823588,-1.832162,3
2021-03-12,2021-03-14,63, CLERMONT-FERRAND,1,0.97888,1.9,4.05,309,45.786671,3.107042,3
2021-03-12,2021-03-16,36, SAINT-AOUT,2,0.63302,0,6.2,36,46.729262,1.974264,3
2021-03-12,2021-03-13,62, SAINTE-AUSTREBERTHE,1,0.72691,4.2,6.535,48,50.364129,2.046344,3
2021-03-12,2021-03-13,59, WATTEN,4,0.50176,2,5.76,242,50.832122,2.214511,3
2021-03-12,2021-03-14,3, NEUVY,3,1.84588,0,12.9,184,48.043023,3.792792,3
2021-03-12,2021-03-13,62, AUDRUICQ,2,1.052,3.5,19.19,52,50.884115,2.083412,3
2021-03-12,2021-03-13,59, DUNKERQUE,1,0.32936,5.5,4.31,37,51.028093,2.346065,3
2021-03-12,2021-03-13,3, SAINT-POURCAIN-SUR-SIOULE,2,1.9827,2.5,6.293,132,46.31158,3.304564,3
2021-03-12,2021-03-14,43, LE PUY EN VELAY CEDEX,1,1.54642,1.6,1.07,78,45.030881,3.899202,3
2021-03-12,2021-03-14,45, FLEURY-LES-AUBRAIS,1,0.848,6.7,13.32,93,47.933797,1.919794,3
2021-03-12,2021-03-13,42, SAINT-ETIENNE,1,0.19756,0,92.19,33,45.430195,4.370045,3
2021-03-12,2021-03-14,72, ECOMMOY,0,0.529,3.7,5.39,30,47.822672,0.274427,3
2021-03-12,2021-03-14,26, MONTELIMAR,4,2.62164,0,8.69,117,44.553424,4.745639,3
2021-03-12,2021-03-13,76, SAINT-VIGOR-D'YMONVILLE,10,12.85,0,0.6,514,49.493494,0.361827,3
2021-03-12,2021-03-14,71, CHAGNY,3,0.465,8.3,2.22,48,46.907103,4.761834,3
2021-03-12,2021-03-13,63, CLERMONT-FERRAND,3,0.77412,2,9.59,53,45.786671,3.107042,3
2021-03-12,2021-03-13,62, GUINES,2,1.85043,0,6.5,124,50.875394,1.871529,3
2021-03-12,2021-03-14,68, FELLERING,2,1.02032,0.8,2.11,290,47.894418,6.973904,3
2021-03-12,2021-03-14,72, ECOMMOY,1,0.33223,1.4,1.47,25,47.822672,0.274427,3
2021-03-12,2021-03-15,80, BRAY-SUR-SOMME,0,0.24384,1.4,1.87,13,49.94156,2.717035,3
2021-03-12,2021-03-14,73, SAINT-ETIENNE-DE-CUINES,0,0.78616,1.9,1.36,54,45.340854,6.285825,3
2021-03-12,2021-03-14,71, BRANGES,0,0.338,1.2,0.84,19,46.652735,5.166097,3
2021-03-12,2021-03-13,42, SAVIGNEUX,1,0.18693,0,1.61,53,45.617997,4.094098,3
2021-03-12,2021-03-14,1, MEZERIAT,0,0.16535,1.2,1.16,15,46.243875,5.046776,3
2021-03-12,2021-03-13,3, CUSSET,0,0.15364,1.9,24.614,50,45.644397,0.047045,3
2021-03-12,2021-03-13,62, AIRE-SUR-LA-LYS,1,0.29032,1,1.85,37,50.643784,2.403358,3
2021-03-13,2021-03-14,42, FIRMINY,0,0.19552,0,6.9,18,45.386905,4.287403,3
2021-03-13,2021-03-16,17, TONNAY-CHARENTE,1,0.3626,1.2,2.28,41,45.962309,-0.878113,3
2021-03-13,2021-03-17,8, VOUZIERS,0,0.26107,0,179.0,29,49.414265,4.697693,3
2021-03-13,2021-03-16,87, PANAZOL,4,1.38,0,10.61,58,45.83941,1.317459,3
2021-03-13,2021-03-14,30, SAINT-GILLES,1,0.65224,0,1.83,26,43.698432,4.411905,3
2021-03-13,2021-03-14,44, SAINTE-REINE-DE-BRETAGNE,3,0.792,0,5.3,67,47.44547,-2.184908,3
2021-03-13,2021-03-14,67, SCHWOBSHEIM,4,0.5288,0,12.11,57,48.231369,7.575652,3
2021-03-13,2021-03-14,26, LORIOL-SUR-DROME,1,2.57313,8.4,17.69,199,44.750005,4.799261,3
2021-03-13,2021-03-13,26, MONTELIMAR,12,3.4511,0,25.81,196,44.553424,4.745639,3
2021-03-13,2021-03-17,38, CHAPAREILLAN,0,0.416,2,9.71,53,45.468559,5.979325,3
2021-03-13,2021-03-14,31, TOULOUSE,1,1.72421,0,1.28,64,43.604082,1.433805,3
2021-03-13,2021-03-14,30, LEZAN,0,0.62379,1.8,5.904,95,44.011058,4.047391,3
2021-03-13,2021-03-14,59, WATTEN,1,1.47223,0,0.382,62,50.832122,2.214511,3
2021-03-13,2021-03-15,71, MACON,4,1.173,0,27.87,173,46.323354,4.810857,3
2021-03-13,2021-03-15,68, DIDENHEIM,0,0.37965,1.8,7.122,33,47.741023,7.311274,3
2021-03-13,2021-03-14,27, NEUBOURG (LE),2,0.39982,2.1,6.016,86,49.149004,0.909047,3
2021-03-13,2021-03-14,12, MILLAU,1,1.826,0,4.83,59,44.115989,3.07932,3
2021-03-13,2021-03-15,26, MONTELIMAR,1,0.35381,2.7,2.55,27,44.553424,4.745639,3
2021-03-13,2021-03-13,36, SAINT-AOUT,0,0.15711,0.6,1.09,29,46.729262,1.974264,3
2021-03-13,2021-03-14,88, CHAVELOT,2,1.0654,1.5,1.81,120,48.228813,6.433005,3
2021-03-13,2021-03-14,63, ISSOIRE,7,2.44783,7.8,22.15,110,45.542007,3.24313,3
2021-03-13,2021-03-14,90, BELFORT,1,1.72454,2.2,2.3,172,47.640938,6.857469,3
2021-03-13,2021-03-14,59, LOMME,2,0.96497,3.4,3.8,60,50.628838,2.994947,3
2021-03-14,2021-03-15,27, NEUBOURG (LE),1,0.3042,0,38.88,260,49.149004,0.909047,3
2021-03-14,2021-03-16,56, ELVEN,3,3.03616,0,20.02,213,47.733359,-2.594579,3
2021-03-14,2021-03-15,62, GUINES,0,0.28974,0,2.07,13,50.875394,1.871529,3
2021-03-14,2021-03-16,26, MONTELIMAR,1,0.4405,1.6,1.66,4,44.553424,4.745639,3
2021-03-14,2021-03-15,58, SAINT-BENIN-D'AZY,8,3.937,7.4,22.55,85,46.999801,3.395899,3
2021-03-14,2021-03-15,42, SAVIGNEUX,0,2.0,2.2,40.6,0,45.617997,4.094098,3
2021-03-14,2021-03-15,70, LURE,2,0.4626,0,1.52,36,47.684098,6.497007,3
2021-03-14,2021-03-16,69, SAINT-JEAN-D'ARDIERES,0,0.22339,6.5,1.72,13,46.111874,4.741322,3
2021-03-14,2021-03-18,47, NERAC,2,0.89314,2.6,7.99,125,44.134193,0.346004,3
2021-03-14,2021-03-18,47, NERAC,0,0.4257,0,1.38,35,44.134193,0.346004,3
2021-03-14,2021-03-16,71, GIVRY,2,0.32849,0,3.78,30,46.779361,4.743764,3
2021-03-14,2021-03-17,17, SABLONCEAUX,0,0.236,0,11.13,27,45.709259,-0.890056,3
2021-03-14,2021-03-15,78, MAREIL-SUR-MAULDRE,4,0.3723,0,4.42,30,48.894066,1.873291,3
2021-03-14,2021-03-15,25, SAINT-VIT,0,0.2484,2.8,1.68,47,47.189073,5.82428,3
2021-03-14,2021-03-15,71, GIVRY,2,2.9301,7.2,3.15,114,46.779361,4.743764,3
2021-03-14,2021-03-15,63, CLERMONT-FERRAND,2,0.44923,7,4.13,104,45.786671,3.107042,3
2021-03-14,2021-03-15,57, SARREBOURG,4,1.207,3.6,8.67,77,48.73485,7.053576,3
2021-03-14,2021-03-15,88, CORNIMONT,2,1.94071,3.4,5.05,132,47.964891,6.843589,3
2021-03-14,2021-03-15,76, TRAIT (LE),2,1.641,3.9,4.55,346,49.484162,0.802257,3
2021-03-14,2021-03-15,50, SAINT-SAUVEUR-LE-VICOMTE,2,2.64751,2.8,1.96,107,49.382654,-1.54003,3
2021-03-14,2021-03-15,44, SAINT-BREVIN-LES-PINS,1,0.30303,2.1,12.15,73,47.231784,-2.156649,3
2021-03-14,2021-03-15,50, SAINTE-MERE-EGLISE,2,2.61099,3.2,4.79,117,49.423046,-1.281656,3
2021-03-14,2021-03-17,87, COUZEIX,1,2.51576,2,6.26,144,45.88693,1.217069,3
2021-03-15,2021-03-18,87, BESSINES-SUR-GARTEMPE,0,0.46013,0,3.13,33,46.1135,1.355882,3
2021-03-15,2021-03-19,33, LUDON-MEDOC,2,1.2075,1.8,5.48,45,44.980575,-0.598948,3
2021-03-15,2021-03-16,85, SAINTE-HERMINE,1,1.62443,2.9,14.99,84,46.560152,-1.077567,3
2021-03-15,2021-03-16,88, REMIREMONT,4,2.49262,4.2,4.37,152,48.012613,6.590583,3
2021-03-15,2021-03-17,74, PASSY,7,2.8398,8.6,16.16,176,45.925787,6.703807,3
2021-03-15,2021-03-16,1, SAINT-ETIENNE-SUR-REYSSOUZE,3,1.62191,2.6,6.32,97,46.399913,5.008968,3
2021-03-15,2021-03-16,31, MURET,3,1.07516,3.1,4.28,57,43.446371,1.298368,3
2021-03-15,2021-03-17,73, AITON,2,1.06684,0,2.21,74,45.564758,6.262732,3
2021-03-15,2021-03-16,27, VAL-DE-REUIL,0,0.43912,0,0.52,59,49.261533,1.20933,3
2021-03-15,2021-03-15,45, CHATEAUNEUF-SUR-LOIRE,0,0.63342,0,15.5,64,47.872743,2.223164,3
2021-03-15,2021-03-17,67, DIEMERINGEN,0,0.26941,0,0.22,93,48.940256,7.189326,3
2021-03-15,2021-03-16,30, GRAU-DU-ROI (LE),1,0.5067,1.3,1.23,73,43.531749,4.140011,3
2021-03-15,2021-03-16,62, SAINTE-AUSTREBERTHE,1,1.16933,1.4,1.642,46,50.364129,2.046344,3
2021-03-15,2021-03-16,64, SOUMOULOU,3,5.5495,9.8,1731.83,245,43.263822,-0.189853,3
2021-03-15,2021-03-19,8, VRIGNE-AUX-BOIS,1,1.46727,0,1.23,67,47.145697,2.433693,3
2021-03-15,2021-03-16,85, SAINTE-HERMINE,1,0.29176,3.5,7.35,36,46.560152,-1.077567,3
2021-03-15,2021-03-18,51, SAINT-MEMMIE,1,0.43415,2,4.67,73,48.952519,4.389366,3
2021-03-15,2021-03-18,80, CAMON,0,0.4371,1.6,14.97,45,49.900914,2.356551,3
2021-03-15,2021-03-18,87, SAINT-JUNIEN,1,0.39224,0,2.05,38,45.896572,0.893218,3
2021-03-15,2021-03-19,86, MONTMORILLON,1,0.42614,1.2,3.57,9,46.429425,0.865728,3
2021-03-15,2021-03-16,50, SAINT-SAUVEUR-LE-VICOMTE,7,0.52825,0,4.48,39,49.382654,-1.54003,3
2021-03-15,2021-03-16,76, SAINT-VIGOR-D'YMONVILLE,0,0.37624,2.6,5.1,34,49.493494,0.361827,3
2021-03-15,2021-03-16,70, LURE,6,3.06,13.4,7.68,136,47.684098,6.497007,3
2021-03-16,2021-03-17,69, CONDRIEU,4,5.3485,0,12.17,239,45.476757,4.754055,3
2021-03-16,2021-03-17,42, RIORGES,1,1.88904,2,5.86,54,46.041508,4.04171,3
2021-03-16,2021-03-17,20, AJACCIO,1,0.65223,0,4.04,29,48.867717,2.392954,3
2021-03-16,2021-03-17,85, SAINTE-HERMINE,6,2.554,11.7,14.62,225,46.560152,-1.077567,3
2021-03-16,2021-03-19,87, LIMOGES,5,2.68408,3.9,9.49,114,45.856159,1.221254,3
2021-03-16,2021-03-20,46, AYNAC,0,0.69624,0,7.69,123,44.787497,1.853286,3
2021-03-16,2021-03-18,68, COLMAR,2,2.92039,0,22.18,363,48.081502,7.352569,3
2021-03-16,2021-03-18,73, SAINT-ETIENNE-DE-CUINES,2,4.102,11,18.01,231,45.340854,6.285825,3
2021-03-16,2021-03-17,88, CHARMES-SUR-MOSELLE,6,1.1409,5.6,15.21,66,47.93222,6.660995,3
2021-03-16,2021-03-19,55, VERDUN,0,0.3914,1,2.51,30,49.153914,5.365593,3
2021-03-16,2021-03-19,17, SABLONCEAUX,1,1.0132,0.8,1.5,64,45.709259,-0.890056,3
