DateChargement,DateLivraison,Departement,Villes destinataire,Palette,Poids,MLin,Volume,Colis,Latitude,Longitude,MoisChargement
2020-12-31,2020-12-31,45, FLEURY-LES-AUBRAIS,4,6.27968,0,6.67,203,47.933797,1.919794,1
2020-12-31,2021-01-02,63, ISSOIRE,2,0.9994,0,3.07,130,45.542007,3.24313,1
2021-01-01,2021-01-03,73, SAINT-JEAN-DE-MAURIENNE,1,0.21904,0.9,2.84,18,45.267964,6.347847,1
2021-01-01,2021-01-02,3, BOURBON-L'ARCHAMBAULT,28,19.8321,13.4,40.6,1193,46.584965,3.057117,1
2021-01-02,2021-01-06,33, LUDON-MEDOC,2,0.96354,3.1,5.01,311,44.980575,-0.598948,1
2021-01-02,2021-01-03,85, SAINTE-HERMINE,0,0.2424,0,0.56,34,46.560152,-1.077567,1
2021-01-02,2021-01-03,85, BELLEVILLE-SUR-VIE,4,4.7672,0,13.7,251,46.789778,-1.437827,1
2021-01-02,2021-01-06,87, BESSINES-SUR-GARTEMPE,1,0.2264,0,5.35,52,46.1135,1.355882,1
2021-01-02,2021-01-03,30, SAINT-GILLES,2,2.04197,2.4,6.05,123,43.698432,4.411905,1
2021-01-03,2021-01-04,76, SAINT-VIGOR-D'YMONVILLE,3,3.661,2.2,0.138,158,49.493494,0.361827,1
2021-01-03,2021-01-04,76, TRAIT (LE),2,1.63764,3.2,2.336,148,49.484162,0.802257,1
2021-01-03,2021-01-07,87, AIXE-SUR-VIENNE,1,0.4059,0,10.39,46,45.798248,1.128024,1
2021-01-03,2021-01-06,17, SABLONCEAUX,1,1.70429,1.2,1.98,89,45.709259,-0.890056,1
2021-01-03,2021-01-06,17, TONNAY-CHARENTE,6,1.5,2.7,13.8,60,45.962309,-0.878113,1
2021-01-03,2021-01-07,62, SAINTE-AUSTREBERTHE,1,0.569,2.1,2.61,15,50.364129,2.046344,1
2021-01-03,2021-01-06,86, MONTMORILLON,2,2.13037,10.2,4.27,121,46.429425,0.865728,1
2021-01-04,2021-01-07,55, VERDUN,1,0.49142,1.5,3.57,10,49.153914,5.365593,1
2021-01-04,2021-01-06,81, CASTRES,1,0.4314,0.8,0.97,5,43.609339,2.240055,1
2021-01-04,2021-01-08,87, LIMOGES,1,0.492,4,3.84,33,45.856159,1.221254,1
2021-01-04,2021-01-08,63, ISSOIRE,0,0.558,11.5,3.01,128,45.542007,3.24313,1
2021-01-05,2021-01-06,70, JUSSEY,9,4.17991,9,24.828,345,47.828082,5.889894,1
2021-01-05,2021-01-09,63, LEMPDES,3,1.49484,3.2,2.536,75,45.771876,3.193029,1
2021-01-05,2021-01-07,3, CUSSET,1,1.57864,1.6,4.76,74,45.644397,0.047045,1
2021-01-05,2021-01-08,17, SABLONCEAUX,7,2.55104,5.5,14.27,195,45.709259,-0.890056,1
2021-01-05,2021-01-07,63, ROMAGNAT,6,1.25447,0,28.95,56,45.725005,3.095781,1
2021-01-06,2021-01-07,27, EVREUX,2,1.54628,3.4,2.36,79,49.020599,1.146898,1
2021-01-06,2021-01-07,88, REMIREMONT,0,0.4473,0,0.33,26,48.012613,6.590583,1
2021-01-06,2021-01-07,88, CHARMES-SUR-MOSELLE,1,0.8573,4.3,7.347,56,47.93222,6.660995,1
2021-01-06,2021-01-07,59, SECLIN,2,0.9,0,5.24,100,50.54831,3.034681,1
2021-01-06,2021-01-09,69, CONDRIEU,1,0.4859,0,2.08,70,45.476757,4.754055,1
2021-01-06,2021-01-07,57, DIEUZE,1,0.5735,2,5.023,67,48.811468,6.720321,1
2021-01-06,2021-01-09,80, ALBERT,1,0.584,1.4,1.5,18,50.002026,2.653788,1
2021-01-06,2021-01-07,71, MACON,0,0.27901,0.4,0.52,17,46.323354,4.810857,1
2021-01-06,2021-01-07,1, SAINT-ETIENNE-SUR-REYSSOUZE,0,0.46991,1.3,4.289,52,46.399913,5.008968,1
2021-01-07,2021-01-08,88, CHAVELOT,3,3.04092,4.6,8.64,462,48.228813,6.433005,1
2021-01-07,2021-01-08,57, SARREGUEMINES,1,0.91926,3.5,2.73,131,49.110922,7.07705,1
2021-01-07,2021-01-11,46, AYNAC,3,1.98783,2.8,3.67,118,44.787497,1.853286,1
2021-01-07,2021-01-09,63, BESSE-ET-SAINT-ANASTAISE,0,0.419,2.5,14.63,40,45.507404,2.918851,1
2021-01-07,2021-01-08,44, SAINTE-REINE-DE-BRETAGNE,3,0.3902,1.7,4.78,118,47.44547,-2.184908,1
2021-01-07,2021-01-11,63, MARINGUES,13,5.45583,5,31.93,1234,45.929291,3.333708,1
2021-01-07,2021-01-08,69, SAINT-SYMPHORIEN-SUR-COISE,0,0.30391,0,3.59,25,45.634387,4.449903,1
2021-01-07,2021-01-08,1, MEZERIAT,2,2.1113,0,3.96,365,46.243875,5.046776,1
2021-01-07,2021-01-08,58, SAINT-BENIN-D'AZY,3,1.53979,2.2,3.87,115,46.999801,3.395899,1
2021-01-07,2021-01-08,59, DUNKERQUE,1,0.74445,1.8,2.89,58,51.028093,2.346065,1
2021-01-07,2021-01-08,13, ARLES,12,1.264,6.1,13.2,320,43.608782,4.610256,1
2021-01-07,2021-01-09,30, MEYRANNES,3,1.07505,0,4.51,115,44.273453,4.163812,1
2021-01-07,2021-01-08,34, BEZIERS,3,0.899,6,12.94,57,43.348715,3.232849,1
2021-01-07,2021-01-08,42, RIORGES,0,0.3438,2.7,4.19,31,46.041508,4.04171,1
2021-01-07,2021-01-11,63, LEMPDES,1,1.14147,2.7,5.75,63,45.771876,3.193029,1
2021-01-08,2021-01-11,51, COURTISOLS,0,0.53096,0,5.59,34,48.984346,4.520883,1
2021-01-08,2021-01-09,20, AJACCIO,1,1.74366,2.5,7.86,66,48.867717,2.392954,1
2021-01-08,2021-01-11,86, MONTMORILLON,0,0.30994,2.2,4.33,25,46.429425,0.865728,1
2021-01-08,2021-01-09,25, PIERREFONTAINE-LES-VARANS,4,1.554,3.8,8.49,104,47.215296,6.536999,1
2021-01-08,2021-01-12,60, BEAUVAIS,0,0.27776,0,1.62,11,49.439897,2.087073,1
2021-01-08,2021-01-10,63, ROMAGNAT,1,0.48,2,38.69,63,45.725005,3.095781,1
2021-01-08,2021-01-09,54, BLENOD-LES-PONT-A-MOUSSON,1,0.8735,1.1,1.916,126,48.877282,6.058013,1
2021-01-08,2021-01-09,69, CONDRIEU,2,0.6188,2.2,3.6,14,45.476757,4.754055,1
2021-01-08,2021-01-09,12, MILLAU,8,0.74004,3.6,10.46,79,44.115989,3.07932,1
2021-01-08,2021-01-09,71, CHAGNY,0,0.91232,8.4,3.35,63,46.907103,4.761834,1
2021-01-08,2021-01-09,64, SOUMOULOU,2,1.2081,6,12.13,73,43.263822,-0.189853,1
2021-01-08,2021-01-09,58, PREMERY,1,1.546,2,3.12,60,47.162382,3.339948,1
2021-01-08,2021-01-09,71, BRANGES,0,0.38484,2.9,1.46,36,46.652735,5.166097,1
2021-01-08,2021-01-12,70, SAINT-LOUP-SUR-SEMOUSE,11,3.76452,6.1,13.76,448,47.881539,6.274881,1
2021-01-08,2021-01-09,45, BAULE,2,1.58596,2.1,2.62,80,47.810333,1.67005,1
2021-01-08,2021-01-09,27, NEUBOURG (LE),16,3.66533,9.1,32.076,170,49.149004,0.909047,1
2021-01-09,2021-01-10,68, ROUFFACH,3,0.9839,6,6.78,67,47.95838,7.305052,1
2021-01-09,2021-01-10,27, BEZU-SAINT-ELOI,2,0.48587,5.1,4.15,37,49.298471,1.693852,1
2021-01-09,2021-01-10,42, FEURS,0,0.14014,4.5,2.99,34,45.736781,4.21671,1
2021-01-09,2021-01-10,84, SORGUES,0,0.56473,0,4.22,51,44.010004,4.877015,1
2021-01-09,2021-01-10,34, CLERMONT-L'HERAULT,7,3.86922,7.5,29.79,246,43.630085,3.429377,1
2021-01-09,2021-01-10,69, CONDRIEU,2,1.09608,10.4,5.4,136,45.476757,4.754055,1
2021-01-09,2021-01-10,29, LANRIVOARE,4,0.93016,0,5.24,165,48.459626,-4.641106,1
2021-01-09,2021-01-10,62, NORDAUSQUES,0,0.42518,0,11.7,42,50.818237,2.08992,1
2021-01-09,2021-01-10,26, MONTELIMAR,1,0.90047,3,10.311,52,44.553424,4.745639,1
2021-01-09,2021-01-10,85, SAINTE-HERMINE,1,0.57342,0,3.19,32,46.560152,-1.077567,1
2021-01-09,2021-01-10,88, CORNIMONT,2,2.93807,1.6,1.74,153,47.964891,6.843589,1
2021-01-09,2021-01-12,76, ROUXMESNIL-BOUTEILLES,3,1.93512,2.4,3.99,128,49.895959,1.103015,1
2021-01-09,2021-01-11,3, NEUVY,2,0.60125,3.8,8.588,70,48.043023,3.792792,1
2021-01-09,2021-01-10,85, SAINTE-HERMINE,2,0.22702,1.2,3.42,32,46.560152,-1.077567,1
2021-01-09,2021-01-13,46, AYNAC,1,0.27051,1.5,1.76,26,44.787497,1.853286,1
2021-01-09,2021-01-13,87, PANAZOL,1,0.50612,0,4.31,70,45.83941,1.317459,1
2021-01-09,2021-01-12,80, ABBEVILLE,0,0.37505,0.4,0.26,36,50.105799,1.828902,1
2021-01-09,2021-01-10,71, TOURNUS,5,1.2012,2,3.94,73,46.564825,4.897479,1
2021-01-09,2021-01-13,47, NERAC,1,1.62262,2.5,45.53,77,44.134193,0.346004,1
2021-01-10,2021-01-11,69, SAINT-JEAN-D'ARDIERES,1,1.00937,2.7,3.73,318,46.111874,4.741322,1
2021-01-10,2021-01-14,80, QUEVAUVILLERS,0,0.49895,0,2.765,37,49.823974,2.085935,1
2021-01-10,2021-01-11,50, SAINT-SAUVEUR-LE-VICOMTE,1,1.196,1.1,2.47,45,49.382654,-1.54003,1
2021-01-10,2021-01-11,68, FELLERING,0,0.08151,1.2,0.58,6,47.894418,6.973904,1
2021-01-10,2021-01-14,68, FELLERING,0,0.48139,2.9,9.984,47,47.894418,6.973904,1
2021-01-10,2021-01-11,71, CHAGNY,2,0.76128,8.4,14.86,48,46.907103,4.761834,1
2021-01-10,2021-01-12,56, AMBON,1,0.19,0.9,0.0,10,47.55513,-2.548088,1
2021-01-10,2021-01-11,95, FONTENAY-EN-PARISIS,1,1.15128,3.4,8.8,323,49.053239,2.452337,1
2021-01-10,2021-01-14,63, VEYRE-MONTON,3,0.57874,1.6,3.64,53,45.673155,3.16073,1
2021-01-10,2021-01-11,42, BOEN,4,1.17256,3.2,100.572,73,45.739941,4.191844,1
2021-01-10,2021-01-13,87, SAINT-JUNIEN,2,1.1674,0,4.462,56,45.896572,0.893218,1
2021-01-10,2021-01-11,41, ROMORANTIN-LANTHENAY,1,0.37401,4,1.2,41,47.360174,1.743026,1
2021-01-10,2021-01-11,42, SAINT-ETIENNE,0,0.44125,4.2,15.27,71,45.430195,4.370045,1
2021-01-10,2021-01-12,25, SAINT-VIT,2,0.603,0,3.62,29,47.189073,5.82428,1
2021-01-10,2021-01-14,62, SAINT-LAURENT-BLANGY,0,0.21764,1.2,0.23,38,50.304189,2.809964,1
2021-01-10,2021-01-11,26, LORIOL-SUR-DROME,1,0.48604,3.3,1.66,32,44.750005,4.799261,1
2021-01-10,2021-01-11,34, CLERMONT-L'HERAULT,4,1.78479,6.3,11.68,99,43.630085,3.429377,1
2021-01-10,2021-01-11,62, AIRE-SUR-LA-LYS,2,2.37112,0,2.72,91,50.643784,2.403358,1
2021-01-10,2021-01-13,17, SABLONCEAUX,7,1.35497,8.2,12.459,245,45.709259,-0.890056,1
2021-01-10,2021-01-14,62, VENDIN-LES-BETHUNE,1,0.28426,0,4.47,23,50.546183,2.60726,1
2021-01-10,2021-01-11,45, FLEURY-LES-AUBRAIS,0,0.3505,1.6,8.79,25,47.933797,1.919794,1
2021-01-10,2021-01-13,17, TONNAY-CHARENTE,2,0.5,0.9,4.6,20,45.962309,-0.878113,1
2021-01-10,2021-01-11,38, CHAPAREILLAN,11,2.0047,8.4,25.344,241,45.468559,5.979325,1
2021-01-11,2021-01-13,88, GERARDMER,2,1.64687,9.8,8.82,368,48.072021,6.839761,1
2021-01-11,2021-01-12,12, RODEZ,4,2.11312,3.7,2.66,193,44.359272,2.566732,1
2021-01-11,2021-01-12,18, GUERCHE-SUR-L'AUBOIS (LA),2,0.45991,2.8,6.15,69,46.9441,2.97141,1
2021-01-11,2021-01-15,87, COUZEIX,0,0.41305,1.5,3.05,38,45.88693,1.217069,1
2021-01-11,2021-01-12,7, TEIL (LE),1,0.25498,0,7.76,40,45.959076,-0.884687,1
2021-01-11,2021-01-12,42, SAINT-ETIENNE,0,0.70722,1.2,17.83,50,45.430195,4.370045,1
2021-01-11,2021-01-15,87, BESSINES-SUR-GARTEMPE,3,0.548,4.2,6.14,70,46.1135,1.355882,1
2021-01-11,2021-01-12,89, AUXERRE,5,1.705,3.6,8.39,35,47.791247,3.579905,1
2021-01-11,2021-01-12,84, SORGUES,1,0.979,0,1.04,30,44.010004,4.877015,1
2021-01-11,2021-01-14,87, SAINT-JUNIEN,1,0.42435,7.2,1.99,151,45.896572,0.893218,1
2021-01-11,2021-01-12,50, SAINTE-MERE-EGLISE,14,2.1998,8.8,22.56,275,49.423046,-1.281656,1
2021-01-11,2021-01-14,80, BRAY-SUR-SOMME,0,0.2439,2.8,1.13,17,49.94156,2.717035,1
2021-01-11,2021-01-12,62, GUINES,2,0.648,0,0.86,0,50.875394,1.871529,1
2021-01-11,2021-01-14,69, CONDRIEU,9,3.9934,7.6,48.226,217,45.476757,4.754055,1
2021-01-11,2021-01-14,33, LUDON-MEDOC,5,4.31284,5.9,6.92,354,44.980575,-0.598948,1
2021-01-11,2021-01-12,17, AYTRE,0,0.464,1.4,0.78,39,46.134928,-1.118696,1
2021-01-11,2021-01-15,70, LURE,33,12.8193,2.4,34.39,1200,47.684098,6.497007,1
2021-01-11,2021-01-14,80, CAMON,6,2.97551,0,12.02,247,49.900914,2.356551,1
2021-01-11,2021-01-12,62, NORDAUSQUES,0,0.60403,0,3.95,40,50.818237,2.08992,1
2021-01-12,2021-01-14,3, SAINT-POURCAIN-SUR-SIOULE,0,0.17616,0,2.71,30,46.31158,3.304564,1
2021-01-12,2021-01-15,51, SAINTE-MENEHOULD,5,0.62246,3,7.64,92,49.099215,4.936022,1
2021-01-12,2021-01-13,71, GIVRY,1,0.52,2.3,9.2,25,46.779361,4.743764,1
2021-01-12,2021-01-15,87, COUZEIX,0,0.54456,3.4,18.46,32,45.88693,1.217069,1
2021-01-12,2021-01-16,62, SAINTE-AUSTREBERTHE,0,0.30405,0.5,1.22,19,50.364129,2.046344,1
2021-01-12,2021-01-16,80, ABBEVILLE,0,0.61319,1.6,11.13,69,50.105799,1.828902,1
2021-01-12,2021-01-13,18, GRACAY,1,0.628,3.2,4.53,35,47.144136,1.846415,1
2021-01-12,2021-01-15,51, SAINT-MEMMIE,3,1.10957,8.3,4.0,143,48.952519,4.389366,1
2021-01-12,2021-01-13,50, SAINT-PIERRE-EGLISE,0,0.86716,0,3.914,69,49.675979,-1.40277,1
2021-01-12,2021-01-16,80, CAMON,4,1.22264,3.4,5.977,42,49.900914,2.356551,1
2021-01-12,2021-01-15,51, SAINTE-MENEHOULD,6,0.69783,0,10.75,63,49.099215,4.936022,1
2021-01-12,2021-01-15,80, QUEVAUVILLERS,3,0.5716,1.8,3.93,85,49.823974,2.085935,1
2021-01-13,2021-01-14,50, SAINT-SAUVEUR-LE-VICOMTE,4,2.64155,0,9.16,138,49.382654,-1.54003,1
2021-01-13,2021-01-16,51, COURTISOLS,2,2.638,7.6,9.75,208,48.984346,4.520883,1
2021-01-13,2021-01-14,68, RETZWILLER,3,1.1769,10.6,4.53,80,47.631016,7.097603,1
2021-01-13,2021-01-14,69, SAINT-JEAN-D'ARDIERES,0,0.29892,2.1,2.36,31,46.111874,4.741322,1
2021-01-13,2021-01-14,71, TOURNUS,3,4.12318,6.6,82.56,206,46.564825,4.897479,1
2021-01-13,2021-01-14,76, TRAIT (LE),2,1.2638,0,3.14,52,49.484162,0.802257,1
2021-01-13,2021-01-14,17, SURGERES,3,0.432,3,4.24,27,46.103571,-0.756848,1
2021-01-13,2021-01-17,47, NERAC,4,0.53584,3.1,9.23,49,44.134193,0.346004,1
2021-01-13,2021-01-15,88, CHARMES-SUR-MOSELLE,0,0.58556,2.9,1.14,40,47.93222,6.660995,1
2021-01-13,2021-01-14,71, BRANGES,4,2.95273,0,19.18,175,46.652735,5.166097,1
2021-01-13,2021-01-14,1, BOURG-EN-BRESSE,1,0.45515,0,1.23,56,46.207449,5.216368,1
2021-01-13,2021-01-14,42, SAVIGNEUX,1,0.8385,0.8,1.6,60,45.617997,4.094098,1
2021-01-13,2021-01-14,62, SAINT-LAURENT-BLANGY,6,2.44217,5.9,9.77,200,50.304189,2.809964,1
2021-01-13,2021-01-15,68, HESINGUE,2,1.10832,12.1,12.87,81,47.576926,7.525224,1
2021-01-13,2021-01-16,80, ALBERT,6,2.64128,13.6,14.86,146,50.002026,2.653788,1
2021-01-14,2021-01-15,42, BOEN,0,0.284,2,1.2,41,45.739941,4.191844,1
2021-01-14,2021-01-17,34, BEZIERS,6,4.68374,12.1,22.66,500,43.348715,3.232849,1
2021-01-14,2021-01-15,42, RIORGES,3,1.05633,3.4,19.45,103,46.041508,4.04171,1
2021-01-14,2021-01-16,67, SCHWOBSHEIM,3,2.65475,0,4.51,158,48.231369,7.575652,1
2021-01-14,2021-01-15,68, ROUFFACH,0,0.3397,0,5.76,27,47.95838,7.305052,1
2021-01-14,2021-01-15,27, VAL-DE-REUIL,0,0.24396,0,6.52,29,49.261533,1.20933,1
2021-01-14,2021-01-15,88, SAINT-DIE-DES-VOSGES,2,0.52129,0,4.97,62,48.294697,6.940983,1
2021-01-14,2021-01-15,59, DUNKERQUE,8,1.66634,0,9.92,241,51.028093,2.346065,1
2021-01-14,2021-01-16,73, MODANE,2,0.74341,8.8,11.3,71,45.194019,6.664194,1
2021-01-14,2021-01-16,64, SOUMOULOU,6,2.22194,3,11.17,343,43.263822,-0.189853,1
2021-01-14,2021-01-16,67, STRASBOURG,1,0.80983,3.6,0.76,23,48.579831,7.761454,1
2021-01-14,2021-01-15,26, LORIOL-SUR-DROME,2,0.3861,2.2,2.39,53,44.750005,4.799261,1
2021-01-14,2021-01-15,77, VILLEPARISIS,1,0.69563,4.2,18.87,111,48.94368,2.614745,1
2021-01-14,2021-01-16,3, LURCY-LEVIS,2,1.60444,4.9,3.32,172,46.738063,2.92851,1
2021-01-14,2021-01-16,88, CHAVELOT,1,0.29176,3,7.35,36,48.228813,6.433005,1
2021-01-14,2021-01-16,84, SORGUES,3,1.68336,1.9,4.36,135,44.010004,4.877015,1
2021-01-14,2021-01-16,70, NOIDANS-LES-VESOUL,4,1.432,5.5,5.76,63,47.61586,6.131158,1
2021-01-14,2021-01-15,57, DIEUZE,2,0.5717,0,5.08,53,48.811468,6.720321,1
2021-01-14,2021-01-16,30, SAINT-HIPPOLYTE-DU-FORT,4,1.0,0,9.2,40,43.956803,3.867114,1
2021-01-14,2021-01-15,95, FONTENAY-EN-PARISIS,2,1.09136,6.7,2.24,108,49.053239,2.452337,1
2021-01-15,2021-01-17,67, DURRENBACH,0,0.769,0,2.39,80,48.898196,7.764905,1
2021-01-15,2021-01-16,20, BASTIA,2,0.41448,5.2,3.71,76,48.868956,2.393052,1
2021-01-15,2021-01-18,8, VRIGNE-AUX-BOIS,4,2.62614,0,11.72,199,47.145697,2.433693,1
2021-01-15,2021-01-16,43, LE PUY EN VELAY CEDEX,1,0.70431,5.6,2.09,41,45.030881,3.899202,1
2021-01-15,2021-01-16,34, BEZIERS,8,2.0785,5.5,18.28,93,43.348715,3.232849,1
2021-01-15,2021-01-17,66, TOULOUGES,0,0.47917,2.5,8.93,69,42.67186,2.832609,1
2021-01-15,2021-01-18,34, BEZIERS,2,1.157,4.2,10.2,106,43.348715,3.232849,1
2021-01-15,2021-01-16,27, EZY-SUR-EURE,6,0.5425,0,16.03,67,48.864686,1.416342,1
2021-01-15,2021-01-16,26, MONTELIMAR,1,1.33568,4.4,6.57,103,44.553424,4.745639,1
2021-01-15,2021-01-17,68, CERNAY,0,0.55723,2,2.24,62,47.80342,7.170948,1
2021-01-15,2021-01-17,63, THIERS,1,1.49247,0,1.61,74,45.864766,3.538758,1
2021-01-15,2021-01-16,45, SAINT-DENIS-EN-VAL,6,10.297,3.8,10.98,490,47.878503,1.969695,1
2021-01-15,2021-01-16,1, SAINT-ETIENNE-SUR-REYSSOUZE,1,1.07,6,1.78,65,46.399913,5.008968,1
2021-01-15,2021-01-16,62, NORDAUSQUES,5,2.145,7.9,5.0,198,50.818237,2.08992,1
2021-01-15,2021-01-17,29, ROSPORDEN,3,0.64978,2.8,6.39,53,47.951881,-3.821156,1
2021-01-15,2021-01-16,63, ROMAGNAT,1,0.77691,1.8,1.55,60,45.725005,3.095781,1
2021-01-15,2021-01-16,62, RINXENT,5,2.86,4,13.31,160,50.805781,1.742502,1
2021-01-15,2021-01-16,45, SAINT-DENIS-EN-VAL,0,0.59402,10,5.48,61,47.878503,1.969695,1
2021-01-16,2021-01-17,71, CHAGNY,9,5.13109,6.7,29.5,622,46.907103,4.761834,1
2021-01-16,2021-01-17,7, TEIL (LE),2,0.32404,0,3.95,35,45.959076,-0.884687,1
2021-01-16,2021-01-17,63, BESSE-ET-SAINT-ANASTAISE,1,0.365,0,8.41,48,45.507404,2.918851,1
2021-01-16,2021-01-18,73, AITON,0,0.61481,0,2.48,58,45.564758,6.262732,1
2021-01-16,2021-01-17,62, AUDRUICQ,2,1.38609,8.3,4.66,59,50.884115,2.083412,1
2021-01-16,2021-01-17,30, LEZAN,1,0.18714,6.1,0.95,34,44.011058,4.047391,1
2021-01-16,2021-01-17,26, LORIOL-SUR-DROME,1,0.52566,1.4,3.67,61,44.750005,4.799261,1
2021-01-16,2021-01-18,68, GUEWENHEIM,30,13.901,13.4,47.56,1319,47.751426,7.090284,1
2021-01-16,2021-01-17,60, JONQUIERES,2,1.57885,2,7.93,125,49.403416,2.743904,1
2021-01-16,2021-01-17,76, SAINT-NICOLAS-DE-LA-TAILLE,2,0.9958,2,2.01,54,49.510735,0.476603,1
2021-01-16,2021-01-17,72, ECOMMOY,1,0.689,1.4,1.63,131,47.822672,0.274427,1
2021-01-16,2021-01-17,70, LUXEUIL-LES-BAINS,0,0.701,0,3.9,47,47.817996,6.372699,1
2021-01-16,2021-01-18,88, REMIREMONT,1,0.3321,10.3,4.25,61,48.012613,6.590583,1
2021-01-16,2021-01-17,36, SAINT-AOUT,2,2.72392,6.8,9.592,94,46.729262,1.974264,1
2021-01-16,2021-01-20,46, AYNAC,1,1.39988,0,11.325,344,44.787497,1.853286,1
2021-01-16,2021-01-17,18, GUERCHE-SUR-L'AUBOIS (LA),5,2.36784,0,21.47,169,46.9441,2.97141,1
2021-01-16,2021-01-18,85, SAINTE-HERMINE,1,0.722,5.9,2.83,44,46.560152,-1.077567,1
2021-01-16,2021-01-17,85, SAINTE-HERMINE,1,1.26216,0,3.0,49,46.560152,-1.077567,1
2021-01-16,2021-01-17,44, COUERON,1,0.34759,1.2,2.67,29,47.231751,-1.7056,1
2021-01-16,2021-01-17,44, SAINTE-REINE-DE-BRETAGNE,2,0.62928,0,5.31,71,47.44547,-2.184908,1
2021-01-16,2021-01-17,69, SAINT-SYMPHORIEN-SUR-COISE,3,1.9647,0,4.45,91,45.634387,4.449903,1
2021-01-16,2021-01-18,67, DIEMERINGEN,1,1.56023,2.1,3.9,61,48.940256,7.189326,1
2021-01-16,2021-01-17,45, PITHIVIERS,1,2.131,2.2,4.26,100,48.17645,2.255167,1
2021-01-16,2021-01-17,71, GIVRY,0,0.469,0,1.84,40,46.779361,4.743764,1
2021-01-17,2021-01-20,23, SOUTERRAINE (LA),2,1.66812,1.6,3.73,129,46.235513,1.473113,1
2021-01-17,2021-01-21,34, CLERMONT-L'HERAULT,1,0.60252,2.1,3.65,53,43.630085,3.429377,1
2021-01-17,2021-01-18,30, SAINT-GILLES,1,0.37805,1.7,7.471,34,43.698432,4.411905,1
2021-01-17,2021-01-19,73, SAINT-ETIENNE-DE-CUINES,3,1.77514,0,9.91,402,45.340854,6.285825,1
2021-01-17,2021-01-18,42, FEURS,0,0.44396,3.3,4.83,80,45.736781,4.21671,1
2021-01-17,2021-01-19,30, GRAU-DU-ROI (LE),6,0.8292,9.5,8.64,124,43.531749,4.140011,1
2021-01-17,2021-01-18,85, SAINTE-HERMINE,1,0.60101,0,0.49,27,46.560152,-1.077567,1
2021-01-17,2021-01-18,71, MACON,3,1.04447,0,5.28,77,46.323354,4.810857,1
2021-01-17,2021-01-18,63, BESSE-ET-SAINT-ANASTAISE,7,8.7252,13.4,4.4,377,45.507404,2.918851,1
2021-01-17,2021-01-21,60, BEAUVAIS,3,0.601,1.4,3.07,60,49.439897,2.087073,1
2021-01-17,2021-01-18,63, LEMPDES,1,0.51072,0,0.46,24,45.771876,3.193029,1
2021-01-17,2021-01-19,3, CUSSET,5,2.27982,6.4,13.17,443,45.644397,0.047045,1
2021-01-17,2021-01-19,67, DIEMERINGEN,2,0.54154,3.5,9.1,67,48.940256,7.189326,1
2021-01-17,2021-01-20,62, AIRE-SUR-LA-LYS,3,1.64786,3.2,3.16,150,50.643784,2.403358,1
2021-01-17,2021-01-18,56, ELVEN,0,0.44358,0,65.46,27,47.733359,-2.594579,1
2021-01-17,2021-01-20,87, PANAZOL,0,0.43938,1.5,0.63,30,45.83941,1.317459,1
2021-01-17,2021-01-18,85, CHAMP-SAINT-PERE (LE),3,0.35134,1.7,5.25,24,46.515715,-1.336767,1
2021-01-17,2021-01-18,45, BAULE,7,0.68756,6.7,6.68,50,47.810333,1.67005,1
2021-01-17,2021-01-19,82, MONTAUBAN,1,0.90856,3.8,4.43,99,44.020606,1.363813,1
2021-01-18,2021-01-19,42, BOEN,0,0.45118,5.5,1.27,23,45.739941,4.191844,1
2021-01-18,2021-01-21,60, BEAUVAIS,0,0.75428,0,1.9,59,49.439897,2.087073,1
2021-01-18,2021-01-20,22, LOUDEAC,1,0.6135,0,10.88,89,48.172288,-2.747198,1
2021-01-18,2021-01-19,1, SAINT-ETIENNE-SUR-REYSSOUZE,2,1.91302,1.5,2.97,175,46.399913,5.008968,1
2021-01-18,2021-01-21,87, LIMOGES,0,0.27774,1.2,0.86,42,45.856159,1.221254,1
2021-01-18,2021-01-19,85, SAINTE-HERMINE,3,0.6921,0,4.88,152,46.560152,-1.077567,1
2021-01-18,2021-01-21,87, SAINT-JUNIEN,1,1.0186,0,3.891,37,45.896572,0.893218,1
2021-01-18,2021-01-21,24, BERGERAC,2,1.91152,9.6,3.21,53,44.851436,0.482291,1
2021-01-18,2021-01-21,34, CLERMONT-L'HERAULT,2,0.329,0.8,0.54,49,43.630085,3.429377,1
2021-01-18,2021-01-19,85, SAINTE-HERMINE,0,0.27329,2,1.37,33,46.560152,-1.077567,1
2021-01-18,2021-01-21,55, VERDUN,5,1.29263,2.7,13.32,363,49.153914,5.365593,1
2021-01-18,2021-01-19,59, SECLIN,3,0.98319,2.1,5.73,25,50.54831,3.034681,1
2021-01-18,2021-01-19,68, ILLZACH,1,0.719,3.7,4.67,191,47.776,7.361973,1
2021-01-19,2021-01-20,76, CANY-BARVILLE,1,0.99575,6.3,3.07,75,49.78241,0.63431,1
2021-01-19,2021-01-22,86, MONTMORILLON,1,0.48968,0,0.94,3,46.429425,0.865728,1
2021-01-19,2021-01-20,44, MACHECOUL,3,0.35859,0,10.559,59,47.036205,-1.65073,1
2021-01-19,2021-01-23,34, BEZIERS,0,0.4775,1.9,3.697,55,43.348715,3.232849,1
2021-01-19,2021-01-20,76, SAINT-VIGOR-D'YMONVILLE,3,1.57489,4,8.16,53,49.493494,0.361827,1
