;Unnamed: 0;Date chargement;Date de livraison;Département;Villes destinataire;Palette;Poids;Metre Linéaire;Volume;Colis;latitude;longitude;mois chargement
3784;3938;24/07/2021;25/07/2021;51; SAINTE-MENEHOULD;4;1.46466;0;3.99;117;49.099215;4.936022;7
3785;3782;24/07/2021;25/07/2021;62; VENDIN-LES-BETHUNE;1;1.19;1.2;2.46;44;50.546183;2.60726;7
3786;3993;24/07/2021;24/07/2021;29; LANRIVOARE;1;0.7055;1.7;8.7;17;48.459626;-4.641106;7
3787;3775;24/07/2021;25/07/2021;76; GOURNAY-EN-BRAY;3;0.54578;1.6;6.71;172;49.482734;1.714086;7
3788;3845;24/07/2021;24/07/2021;45; PITHIVIERS;0;0.32168;5.4;2.91;53;48.17645;2.255167;7
3789;3788;24/07/2021;25/07/2021;62; AIRE-SUR-LA-LYS;2;1.08551;5.4;4.68;69;50.643784;2.403358;7
3790;3826;24/07/2021;25/07/2021;84; SORGUES;6;9.8552;13.2;23.52;338;44.010004;4.877015;7
3791;3867;25/07/2021;25/07/2021;69; CONDRIEU;3;3.41672;2.8;7.14;153;45.476757;4.754055;7
3792;3918;25/07/2021;28/07/2021;1; SAINT-ETIENNE-SUR-REYSSOUZE;2;3.27977;0;2.76;170;46.399913;5.008968;7
3793;3920;25/07/2021;26/07/2021;30; GRAU-DU-ROI (LE);1;1.23144;0;5.44;141;43.531749;4.140011;7
3794;4020;25/07/2021;28/07/2021;87; COUZEIX;0;0.52217;2.7;5.042;34;45.88693;1.217069;7
3795;3922;25/07/2021;28/07/2021;73; SAINT-JEAN-DE-MAURIENNE;1;0.50528;4.7;13.4;48;45.267964;6.347847;7
3796;3825;25/07/2021;26/07/2021;3; BOURBON-L'ARCHAMBAULT;0;0.76353;0;4.29;39;46.584965;3.057117;7
3797;3977;25/07/2021;26/07/2021;18; GRACAY;2;0.81453;3.5;93.67;82;47.144136;1.846415;7
3798;4010;25/07/2021;28/07/2021;33; LUDON-MEDOC;1;0.87417;2;2.01;129;44.980575;-0.598948;7
3799;3941;25/07/2021;26/07/2021;3; SAINT-POURCAIN-SUR-SIOULE;5;0.5405;0;10.62;301;46.31158;3.304564;7
3800;3852;25/07/2021;26/07/2021;68; FELLERING;0;0.07557;0;0.5;6;47.894418;6.973904;7
3801;3850;25/07/2021;26/07/2021;78; MAREIL-SUR-MAULDRE;1;1.4;1.5;3.8;75;48.894066;1.873291;7
3802;3865;25/07/2021;26/07/2021;88; GERARDMER;1;0.41848;8;10.13;69;48.072021;6.839761;7
3803;3830;25/07/2021;30/07/2021;71; TOURNUS;2;0.67237;0;2.16;96;46.564825;4.897479;7
3804;3836;25/07/2021;30/07/2021;71; BRANGES;2;0.54296;1.3;2.68;77;46.652735;5.166097;7
3805;3818;25/07/2021;26/07/2021;30; MEYRANNES;2;0.814;0;39.2;314;44.273453;4.163812;7
3806;4014;25/07/2021;28/07/2021;85; CHANTONNAY;0;0.3561;4;4.27;56;46.670782;-1.051061;7
3807;4034;25/07/2021;28/07/2021;71; CHAGNY;1;1.39514;0;17.88;371;46.907103;4.761834;7
3808;3887;25/07/2021;29/07/2021;59; WORMHOUT;7;2.55126;6.5;13.29;189;50.877813;2.476853;7
3809;3794;25/07/2021;27/07/2021;73; PONTAMAFREY-MONTPASCAL;2;0.3;2;3.82;23;45.311136;6.342747;7
3810;3986;25/07/2021;27/07/2021;68; ROUFFACH;1;0.17226;1.8;1.79;29;47.95838;7.305052;7
3811;3884;25/07/2021;28/07/2021;8; VOUZIERS;0;0.2364;8.7;3.68;53;49.414265;4.697693;7
3812;3951;25/07/2021;26/07/2021;3; COSNE-D'ALLIER;2;2.942;1.9;121.618;146;47.401935;2.943449;7
3813;4019;25/07/2021;28/07/2021;8; VOUZIERS;3;0.78668;4.9;13.57;49;49.414265;4.697693;7
3814;3909;25/07/2021;22/07/2021;26; LORIOL-SUR-DROME;2;1.08849;2.7;4.35;64;44.750005;4.799261;7
3815;3816;25/07/2021;25/07/2021;41; ROMORANTIN-LANTHENAY;3;4.68156;4;7.12;240;47.360174;1.743026;7
3816;3948;25/07/2021;26/07/2021;25; PIERREFONTAINE-LES-VARANS;4;0.901;2.4;5.03;52;47.215296;6.536999;7
3817;3947;25/07/2021;27/07/2021;25; SAINT-VIT;1;0.48744;3;1.48;3;47.189073;5.82428;7
3818;3801;25/07/2021;26/07/2021;14; OUISTREHAM;2;2.003;0;3.44;93;49.275563;-0.259958;7
3819;3822;26/07/2021;27/07/2021;25; SAINT-VIT;4;1.08738;4.5;7.14;91;47.189073;5.82428;7
3820;3944;26/07/2021;27/07/2021;42; BOEN;0;0.29324;1.8;3.37;41;45.739941;4.191844;7
3821;3939;26/07/2021;27/07/2021;60; BEAUVAIS;0;0.32198;2.2;7.41;27;49.439897;2.087073;7
3822;3829;26/07/2021;27/07/2021;30; GRAU-DU-ROI (LE);1;0.378;0;2.65;76;43.531749;4.140011;7
3823;3998;26/07/2021;27/07/2021;34; BEZIERS;0;0.67648;7.7;3.84;64;43.348715;3.232849;7
3824;3927;26/07/2021;27/07/2021;20; BASTIA;0;0.41429;3;5.042;66;48.868956;2.393052;7
3825;3996;26/07/2021;27/07/2021;56; AMBON;3;0.6541;2;5.35;45;47.55513;-2.548088;7
3826;3889;26/07/2021;29/07/2021;69; CONDRIEU;3;1.241;6;4.53;85;45.476757;4.754055;7
3827;4016;26/07/2021;29/07/2021;71; TOURNUS;0;0.21022;4.6;0.8;22;46.564825;4.897479;7
3828;4017;26/07/2021;29/07/2021;71; TOURNUS;1;0.27;1.3;3.99;5;46.564825;4.897479;7
3829;3983;26/07/2021;28/07/2021;68; ROUFFACH;1;0.62746;2.5;5.501;60;47.95838;7.305052;7
3830;3879;26/07/2021;26/07/2021;85; SAINTE-HERMINE;1;0.4369;2;2.29;45;46.560152;-1.077567;7
3831;3980;26/07/2021;28/07/2021;70; LURE;2;0.508;1.6;8.63;64;47.684098;6.497007;7
3832;3834;26/07/2021;28/07/2021;88; REMIREMONT;1;0.39681;0;3.73;37;48.012613;6.590583;7
3833;3958;26/07/2021;27/07/2021;67; SCHWOBSHEIM;0;0.25997;2;0.44;46;48.231369;7.575652;7
3834;3873;26/07/2021;26/07/2021;63; BESSE-ET-SAINT-ANASTAISE;1;0.58771;0;1.77;55;45.507404;2.918851;7
3835;3893;26/07/2021;29/07/2021;76; SAINT-VIGOR-D'YMONVILLE;0;0.283;0;10.15;35;49.493494;0.361827;7
3836;4024;26/07/2021;29/07/2021;59; LOMME;3;1.82895;6;6.09;346;50.628838;2.994947;7
3837;3932;26/07/2021;27/07/2021;60; BEAUVAIS;8;2.77173;4.2;14.8;245;49.439897;2.087073;7
3838;3913;26/07/2021;27/07/2021;44; SAINT-BREVIN-LES-PINS;3;2.20685;0;8.53;106;47.231784;-2.156649;7
3839;3965;27/07/2021;28/07/2021;72; ECOMMOY;0;0.58436;0.5;19.29;25;47.822672;0.274427;7
3840;3978;27/07/2021;28/07/2021;36; SAINT-AOUT;0;0.08928;0;0.31;2;46.729262;1.974264;7
3841;4003;27/07/2021;28/07/2021;27; EVREUX;16;5.555;13.4;128.28;478;49.020599;1.146898;7
3842;4022;27/07/2021;30/07/2021;80; ABBEVILLE;2;0.4524;0;7.6;25;50.105799;1.828902;7
3843;4011;27/07/2021;30/07/2021;50; SAINT-SAUVEUR-LE-VICOMTE;3;0.7245;1.8;5.106;92;49.382654;-1.54003;7
3844;3987;27/07/2021;28/07/2021;76; OUDALLE;0;0.65658;0.8;0.86;145;49.497142;0.291791;7
3845;3992;27/07/2021;29/07/2021;70; LUXEUIL-LES-BAINS;2;1.83834;9.1;14.735;434;47.817996;6.372699;7
3846;3890;27/07/2021;30/07/2021;87; SAINT-JUNIEN;0;0.787;0;2.67;40;45.896572;0.893218;7
3847;4037;27/07/2021;30/07/2021;51; SAINTE-MENEHOULD;3;0.364;0;3.5;164;49.099215;4.936022;7
3848;3905;27/07/2021;28/07/2021;27; GASNY;1;0.447;1.8;6.18;47;49.097295;1.600564;7
3849;3904;27/07/2021;28/07/2021;62; RINXENT;0;0.63098;3.3;2.16;39;50.805781;1.742502;7
3850;3928;27/07/2021;28/07/2021;62; GUINES;5;4.97173;0;17.56;240;50.875394;1.871529;7
3851;3901;27/07/2021;30/07/2021;8; VRIGNE-AUX-BOIS;3;0.55714;2.6;6.53;25;47.145697;2.433693;7
3852;3900;27/07/2021;30/07/2021;20; PRUNELLI-DI-FIUMORBO;0;0.62622;0;2.09;58;42.00744;9.367301;7
3853;3925;27/07/2021;28/07/2021;76; GOURNAY-EN-BRAY;5;3.02929;13;9.08;293;49.482734;1.714086;7
3854;3877;27/07/2021;30/07/2021;17; TONNAY-CHARENTE;6;1.25057;3;14.53;236;45.962309;-0.878113;7
3855;3931;27/07/2021;24/07/2021;26; MONTELIMAR;5;7.76896;0;9.09;283;44.553424;4.745639;7
3856;3870;27/07/2021;28/07/2021;63; VEYRE-MONTON;5;0.81281;0;6.85;121;45.673155;3.16073;7
3857;4038;27/07/2021;30/07/2021;50; SAINT-PIERRE-EGLISE;1;1.6158;2.2;1.69;64;49.675979;-1.40277;7
3858;3856;27/07/2021;28/07/2021;70; LURE;2;1.79427;4.1;1.28;114;47.684098;6.497007;7
3859;3949;27/07/2021;28/07/2021;13; ARLES;3;1.11223;3.1;7.34;89;43.608782;4.610256;7
3860;3840;27/07/2021;28/07/2021;27; EZY-SUR-EURE;0;0.51293;1.8;4.36;27;48.864686;1.416342;7
3861;3954;27/07/2021;28/07/2021;3; BOURBON-L'ARCHAMBAULT;1;0.4922;2.2;2.643;55;46.584965;3.057117;7
3862;3872;27/07/2021;28/07/2021;68; ROUFFACH;4;0.92016;0;2.87;49;47.95838;7.305052;7
3863;3885;28/07/2021;31/07/2021;87; LIMOGES;2;0.94398;9.2;15.11;137;45.856159;1.221254;7
3864;3888;28/07/2021;31/07/2021;80; CAMON;1;1.75305;0;4.29;85;49.900914;2.356551;7
3865;4057;28/07/2021;29/07/2021;44; SAINT-BREVIN-LES-PINS;2;0.36318;2.1;4.02;65;47.231784;-2.156649;8
3866;3923;28/07/2021;29/07/2021;27; EVREUX;5;1.165;0;11.81;40;49.020599;1.146898;7
3867;3959;28/07/2021;29/07/2021;69; SAINT-SYMPHORIEN-SUR-COISE;2;1.24132;0;5.51;61;45.634387;4.449903;7
3868;3950;28/07/2021;29/07/2021;43; LE PUY EN VELAY CEDEX;2;2.75676;0;3.94;111;45.030881;3.899202;7
3869;4028;28/07/2021;31/07/2021;59; SECLIN;0;0.265;0.4;2.95;20;50.54831;3.034681;7
3870;3945;28/07/2021;29/07/2021;42; RIORGES;1;0.314;3;1.63;35;46.041508;4.04171;7
3871;4027;28/07/2021;31/07/2021;47; NERAC;1;1.54069;5.1;3.45;131;44.134193;0.346004;7
3872;3934;28/07/2021;30/07/2021;68; COLMAR;1;0.48611;1.5;1.39;3;48.081502;7.352569;7
3873;4040;28/07/2021;29/07/2021;68; GUEWENHEIM;3;1.80842;0;10.1;145;47.751426;7.090284;8
3874;4023;28/07/2021;01/08/2021;17; SABLONCEAUX;0;0.5817;0;0.83;106;45.709259;-0.890056;7
3875;4002;28/07/2021;29/07/2021;29; LANRIVOARE;0;0.74918;0;0.75;80;48.459626;-4.641106;7
3876;3973;28/07/2021;29/07/2021;88; CORNIMONT;2;1.386;3.1;9.32;62;47.964891;6.843589;7
3877;4054;28/07/2021;29/07/2021;27; EVREUX;1;0.96744;0;1.56;47;49.020599;1.146898;8
3878;3976;28/07/2021;29/07/2021;84; SORGUES;4;2.61982;2.2;4.92;241;44.010004;4.877015;7
3879;3921;28/07/2021;29/07/2021;27; NEUBOURG (LE);4;1.54654;0;6.54;81;49.149004;0.909047;7
3880;4070;29/07/2021;30/07/2021;63; ROMAGNAT;1;0.5618;1.2;0.76;53;45.725005;3.095781;8
3881;4065;29/07/2021;30/07/2021;44; SAINTE-REINE-DE-BRETAGNE;0;0.2306;0.6;0.48;42;47.44547;-2.184908;8
3882;4064;29/07/2021;30/07/2021;20; AJACCIO;3;1.86596;3.5;5.11;79;48.867717;2.392954;8
3883;4061;29/07/2021;30/07/2021;44; SAINTE-REINE-DE-BRETAGNE;1;0.66047;0;2.98;110;47.44547;-2.184908;8
3884;4046;29/07/2021;30/07/2021;27; VAL-DE-REUIL;4;2.62319;0;7.64;135;49.261533;1.20933;8
3885;3990;29/07/2021;31/07/2021;70; SAINT-LOUP-SUR-SEMOUSE;0;0.31657;0;4.01;19;47.881539;6.274881;7
3886;3988;29/07/2021;30/07/2021;12; RODEZ;1;0.657;3;0.75;50;44.359272;2.566732;7
3887;3930;29/07/2021;30/07/2021;67; SCHWOBSHEIM;0;0.32066;1.8;7.76;22;48.231369;7.575652;7
3888;3972;29/07/2021;30/07/2021;54; BLENOD-LES-PONT-A-MOUSSON;0;0.4811;2;6.13;81;48.877282;6.058013;7
3889;3982;29/07/2021;30/07/2021;88; CHARMES-SUR-MOSELLE;0;0.746;0.8;1.35;55;47.93222;6.660995;7
3890;3906;29/07/2021;30/07/2021;45; SAINT-DENIS-EN-VAL;0;0.3845;0;1.89;19;47.878503;1.969695;7
3891;3908;29/07/2021;26/07/2021;26; LORIOL-SUR-DROME;2;1.818;2.5;3.7;131;44.750005;4.799261;7
3892;4041;30/07/2021;31/07/2021;27; NEUBOURG (LE);1;0.417;1.2;1.02;1;49.149004;0.909047;8
3893;3929;30/07/2021;31/07/2021;34; CLERMONT-L'HERAULT;4;1.04249;0;10.09;328;43.630085;3.429377;7
3894;3967;30/07/2021;31/07/2021;67; DURRENBACH par défaut;2;2.44034;2.7;1.72;97;;;7
3895;4050;30/07/2021;31/07/2021;62; SAINT-LAURENT-BLANGY;3;0.9114;1.2;9.33;54;50.304189;2.809964;8
3896;4052;30/07/2021;31/07/2021;62; RAMECOURT;1;1.12746;5.6;14.4;80;50.367749;2.309376;8
3897;3926;30/07/2021;31/07/2021;20; PRUNELLI-DI-FIUMORBO;0;0.28251;1.6;3.29;39;42.00744;9.367301;7
3898;4056;30/07/2021;31/07/2021;62; SAINTE-AUSTREBERTHE;3;0.375;2.4;9.42;39;50.364129;2.046344;8
3899;4063;30/07/2021;31/07/2021;89; AUXERRE;3;1.92772;0;8.88;89;47.791247;3.579905;8
3900;3946;30/07/2021;01/08/2021;74; PASSY;1;1.53182;4.7;11.3;345;45.925787;6.703807;7
3901;3907;30/07/2021;31/07/2021;20; AJACCIO;0;0.84994;0;1.56;26;48.867717;2.392954;7
3902;4013;30/07/2021;02/08/2021;80; ALBERT;2;1.592;1;0.0;104;50.002026;2.653788;7
3903;4000;30/07/2021;31/07/2021;76; TRAIT (LE);4;3.91722;3.6;4.68;261;49.484162;0.802257;7
3904;4082;30/07/2021;31/07/2021;42; BOEN;0;0.48836;1.3;0.6;10;45.739941;4.191844;8
3905;4006;30/07/2021;31/07/2021;27; EZY-SUR-EURE;2;1.54413;0;1.56;64;48.864686;1.416342;7
3906;4117;30/07/2021;31/07/2021;88; CORNIMONT;1;1.33006;3.2;11.78;65;47.964891;6.843589;8
3907;3999;30/07/2021;31/07/2021;86; MONTMORILLON;8;2.908;3.2;5.79;218;46.429425;0.865728;7
3908;4015;30/07/2021;02/08/2021;55; VERDUN;1;1.18114;6.4;3.06;670;49.153914;5.365593;7
3909;4036;30/07/2021;02/08/2021;71; MACON;1;0.82134;1.6;4.34;55;46.323354;4.810857;7
3910;3910;31/07/2021;01/08/2021;62; NORDAUSQUES;7;3.75906;0;23.61;489;50.818237;2.08992;7
3911;3911;31/07/2021;01/08/2021;20; AJACCIO;6;1.08011;6.6;10.34;108;48.867717;2.392954;7
3912;4089;31/07/2021;01/08/2021;73; SAINT-JEAN-DE-MAURIENNE;1;0.31649;0;38.94;263;45.267964;6.347847;8
3913;4106;31/07/2021;01/08/2021;25; SAINT-VIT;5;2.12486;0;10.38;154;47.189073;5.82428;8
3914;4107;31/07/2021;01/08/2021;3; COMMENTRY;0;0.33992;3;11.5;59;46.274736;2.749455;8
3915;4049;31/07/2021;01/08/2021;69; SAINT-JEAN-D'ARDIERES;4;2.03911;0;6.88;113;46.111874;4.741322;8
3916;4140;31/07/2021;04/08/2021;46; AYNAC;0;0.22213;3.7;9.7;24;44.787497;1.853286;8
3917;4139;31/07/2021;01/08/2021;80; BRAY-SUR-SOMME;15;9.78774;13.4;21.26;621;49.94156;2.717035;8
3918;4134;31/07/2021;04/08/2021;27; BEAUMONT-LE-ROGER;0;0.244;1;0.69;41;49.063452;0.757449;8
3919;4031;31/07/2021;03/08/2021;59; SECLIN;3;0.88;1.5;4.78;77;50.54831;3.034681;7
3920;4004;31/07/2021;04/08/2021;17; SABLONCEAUX;1;0.978;2.2;1.75;117;45.709259;-0.890056;7
3921;3969;31/07/2021;02/08/2021;30; SAINT-HIPPOLYTE-DU-FORT;2;2.52432;1.7;2.44;109;43.956803;3.867114;7
3922;4084;01/08/2021;02/08/2021;63; MARINGUES;1;0.435;4.5;1.22;5;45.929291;3.333708;8
3923;4062;01/08/2021;02/08/2021;77; VILLEPARISIS;9;9.235;7.4;14.985;377;48.94368;2.614745;8
3924;4067;01/08/2021;02/08/2021;45; PITHIVIERS;3;2.22076;4.1;6.065;104;48.17645;2.255167;8
3925;4154;01/08/2021;04/08/2021;63; ROMAGNAT;1;1.0515;4.4;14.09;182;45.725005;3.095781;8
3926;3961;01/08/2021;02/08/2021;58; SAINT-BENIN-D'AZY;0;0.4846;0;6.191;38;46.999801;3.395899;7
3927;4058;01/08/2021;02/08/2021;20; PENTA-DI-CASINCA;6;2.08343;0;7.69;118;42.453419;9.499185;8
3928;4021;01/08/2021;04/08/2021;59; DUNKERQUE;1;1.11773;2.6;11.53;38;51.028093;2.346065;7
3929;4151;01/08/2021;04/08/2021;63; LEMPDES;10;3.00928;5.7;16.8;192;45.771876;3.193029;8
3930;4096;01/08/2021;02/08/2021;34; BEZIERS;1;1.10885;3.4;7.07;323;43.348715;3.232849;8
3931;4167;01/08/2021;04/08/2021;76; TRAIT (LE);4;0.6701;3.6;4.63;45;49.484162;0.802257;8
3932;4008;01/08/2021;04/08/2021;80; CAMON;4;0.95562;8.6;8.49;44;49.900914;2.356551;7
3933;4025;01/08/2021;04/08/2021;85; AIZENAY;2;1.8428;1.6;3.06;127;46.737555;-1.623882;7
3934;4005;01/08/2021;02/08/2021;29; ROSPORDEN;6;3.37576;0;3.82;340;47.951881;-3.821156;7
3935;4142;01/08/2021;05/08/2021;33; LUDON-MEDOC;6;3.31819;0;1732.835;104;44.980575;-0.598948;8
3936;3964;01/08/2021;03/08/2021;1; SAINT-ETIENNE-SUR-REYSSOUZE;1;1.14884;3.1;5.97;37;46.399913;5.008968;7
3937;4123;01/08/2021;02/08/2021;57; DIEUZE;9;2.0792;0;14.475;113;48.811468;6.720321;8
3938;4094;01/08/2021;02/08/2021;29; LANRIVOARE;1;0.44544;0;0.87;0;48.459626;-4.641106;8
3939;4009;01/08/2021;04/08/2021;85; SAINTE-HERMINE;0;0.23292;2;1.14;29;46.560152;-1.077567;7
3940;4077;01/08/2021;02/08/2021;58; PREMERY;3;1.8906;6.3;10.99;152;47.162382;3.339948;8
3941;4080;01/08/2021;02/08/2021;58; SAINT-BENIN-D'AZY;0;0.3853;0;2.19;79;46.999801;3.395899;8
3942;3955;01/08/2021;02/08/2021;67; DIEMERINGEN;12;3.9275;7.7;22.15;250;48.940256;7.189326;7
3943;4026;01/08/2021;04/08/2021;47; NERAC;3;1.27287;3.2;22.25;129;44.134193;0.346004;7
3944;4098;02/08/2021;03/08/2021;88; MIRECOURT;0;0.0;0;0.0;0;48.301026;6.134121;8
3945;4099;02/08/2021;04/08/2021;68; RETZWILLER;6;2.03126;4.6;11.72;108;47.631016;7.097603;8
3946;4173;02/08/2021;05/08/2021;17; TONNAY-CHARENTE;4;1.68265;0;5.98;151;45.962309;-0.878113;8
3947;4137;02/08/2021;03/08/2021;82; MONTAUBAN;6;3.04384;4.8;4.95;129;44.020606;1.363813;8
3948;4035;02/08/2021;05/08/2021;87; SAINT-JUNIEN;8;2.55797;4.7;15.53;283;45.896572;0.893218;7
3949;3985;02/08/2021;03/08/2021;88; SAINT-DIE-DES-VOSGES;2;0.26675;0;2.61;22;48.294697;6.940983;7
3950;4129;02/08/2021;03/08/2021;50; SAINT-SAUVEUR-LE-VICOMTE;0;0.36469;3.8;0.59;70;49.382654;-1.54003;8
3951;4032;02/08/2021;05/08/2021;51; SAINT-MEMMIE;1;0.45496;0;4.45;51;48.952519;4.389366;7
3952;4039;02/08/2021;05/08/2021;80; ABBEVILLE;1;0.86103;0;1.49;57;50.105799;1.828902;7
3953;3995;02/08/2021;03/08/2021;35; GUIPRY;1;0.7279;0;1.56;66;47.823588;-1.832162;7
3954;3989;02/08/2021;03/08/2021;1; MEZERIAT;0;1.013;3.4;2.9;45;46.243875;5.046776;7
3955;4059;02/08/2021;03/08/2021;20; BASTIA;1;0.48062;2.3;5.54;51;48.868956;2.393052;8
3956;4112;02/08/2021;03/08/2021;25; PIERREFONTAINE-LES-VARANS;0;0.169;1;0.86;5;47.215296;6.536999;8
3957;3971;02/08/2021;03/08/2021;88; GERARDMER;3;2.94396;2.7;1.49;128;48.072021;6.839761;7
3958;3979;02/08/2021;03/08/2021;84; SORGUES;1;1.39627;0;1.62;57;44.010004;4.877015;7
3959;4093;03/08/2021;05/08/2021;44; SAINTE-REINE-DE-BRETAGNE;1;1.5818;1.2;1.21;62;47.44547;-2.184908;8
3960;4115;03/08/2021;04/08/2021;30; LEZAN;1;1.40322;0;14.44;182;44.011058;4.047391;8
3961;4170;03/08/2021;06/08/2021;59; DUNKERQUE;1;1.02356;5.5;5.97;323;51.028093;2.346065;8
3962;4171;03/08/2021;06/08/2021;59; SECLIN;6;2.06571;4;15.348;144;50.54831;3.034681;8
3963;4086;03/08/2021;04/08/2021;63; THIERS;0;0.272;5.2;58.01;43;45.864766;3.538758;8
3964;4007;03/08/2021;07/08/2021;46; AYNAC;1;0.57705;3.8;10.28;100;44.787497;1.853286;7
3965;4126;03/08/2021;04/08/2021;60; BEAUVAIS;1;0.168;0;7.48;24;49.439897;2.087073;8
3966;4091;03/08/2021;04/08/2021;67; SCHWOBSHEIM;1;0.68952;1.5;2.514;63;48.231369;7.575652;8
3967;4001;03/08/2021;04/08/2021;76; TRAIT (LE);4;2.64093;0;4.99;241;49.484162;0.802257;7
3968;3994;03/08/2021;04/08/2021;76; CANY-BARVILLE;1;1.083;1.3;3.625;317;49.78241;0.63431;7
3969;4033;03/08/2021;06/08/2021;71; BRANGES;2;1.46611;3;7.12;103;46.652735;5.166097;7
3970;4076;03/08/2021;04/08/2021;63; LEMPDES;2;1.71242;0;2.63;200;45.771876;3.193029;8
3971;4043;03/08/2021;04/08/2021;62; RAMECOURT;0;0.143;1.4;1.4;14;50.367749;2.309376;8
3972;4060;03/08/2021;04/08/2021;45; BAULE;1;0.8098;0;1.18;95;47.810333;1.67005;8
3973;4066;03/08/2021;04/08/2021;20; AJACCIO;2;0.701;3;1.05;47;48.867717;2.392954;8
3974;4155;04/08/2021;07/08/2021;71; GIVRY;1;0.81053;1;1.29;56;46.779361;4.743764;8
3975;4116;04/08/2021;06/08/2021;44; BLAIN;0;0.07138;0.6;0.5;6;47.462786;-1.779167;8
3976;4165;04/08/2021;07/07/2021;30; GRAU-DU-ROI (LE);0;0.421;0;5.38;32;43.531749;4.140011;8
3977;4110;04/08/2021;05/08/2021;56; PLUMELEC;5;2.29;0;9.37;669;47.825469;-2.609857;8
3978;4143;04/08/2021;07/08/2021;76; ROUXMESNIL-BOUTEILLES;3;1.68519;9.2;5.22;94;49.895959;1.103015;8
3979;4018;04/08/2021;07/08/2021;50; SAINT-SAUVEUR-LE-VICOMTE;19;8.48948;13.4;22.64;1009;49.382654;-1.54003;7
3980;4145;04/08/2021;07/08/2021;8; VRIGNE-AUX-BOIS;10;3.33198;13.2;27.62;426;47.145697;2.433693;8
3981;4072;04/08/2021;05/08/2021;42; RIORGES;3;1.0182;2.6;8.31;21;46.041508;4.04171;8
3982;4073;04/08/2021;05/08/2021;63; MARINGUES;0;0.68487;5.6;11.56;85;45.929291;3.333708;8
3983;4074;04/08/2021;05/08/2021;42; SAINT-ETIENNE;1;0.4136;1;2.1;39;45.430195;4.370045;8
3984;4029;04/08/2021;07/08/2021;23; BOURGANEUF;8;2.36516;11.4;26.37;178;45.944859;1.753745;7
3985;4012;04/08/2021;07/08/2021;59; DUNKERQUE;1;0.6348;1;3.48;13;51.028093;2.346065;7
3986;4156;04/08/2021;07/08/2021;76; ROUXMESNIL-BOUTEILLES;2;0.65433;3;3.59;77;49.895959;1.103015;8
3987;4119;05/08/2021;06/08/2021;3; LURCY-LEVIS;2;1.39228;0;9.28;385;46.738063;2.92851;8
3988;4203;05/08/2021;06/08/2021;45; FLEURY-LES-AUBRAIS;1;1.49;1.25;3.12;90;47.933797;1.919794;8
3989;4045;05/08/2021;06/08/2021;62; GUINES;6;6.081;6.9;6.8;194;50.875394;1.871529;8
3990;4124;05/08/2021;06/08/2021;87; LIMOGES;3;3.286;3.4;4.73;215;45.856159;1.221254;8
3991;4051;05/08/2021;06/08/2021;60; BEAUVAIS;2;0.3465;2.4;3.62;45;49.439897;2.087073;8
3992;4147;05/08/2021;08/08/2021;17; SAUJON;6;0.86693;5.8;3.73;45;45.673383;-0.934462;8
3993;4177;05/08/2021;07/08/2021;34; BEZIERS;4;1.5745;4;16.71;110;43.348715;3.232849;8
3994;4055;05/08/2021;06/08/2021;69; SAINT-JEAN-D'ARDIERES;3;2.278;3.4;6.63;110;46.111874;4.741322;8
3995;4087;05/08/2021;06/08/2021;72; ECOMMOY;2;0.6541;2;3.563;29;47.822672;0.274427;8
3996;4079;05/08/2021;06/08/2021;63; GELLES;6;1.07757;0;5.69;66;45.763212;2.784069;8
3997;4075;05/08/2021;06/08/2021;42; FEURS;1;0.79953;2.6;1.62;82;45.736781;4.21671;8
3998;4053;05/08/2021;06/08/2021;36; SAINT-AOUT;1;1.21156;4;7.38;157;46.729262;1.974264;8
3999;4083;05/08/2021;06/08/2021;63; THIERS;0;0.2732;0;0.98;65;45.864766;3.538758;8
4000;4068;05/08/2021;06/08/2021;73; SAINT-ETIENNE-DE-CUINES;1;1.19135;13.4;4.47;112;45.340854;6.285825;8
4001;4101;05/08/2021;06/08/2021;3; BOURBON-L'ARCHAMBAULT;2;0.6257;1.5;1.92;91;46.584965;3.057117;8
4002;4163;05/08/2021;08/08/2021;8; VOUZIERS;0;0.371;5.2;3.06;31;49.414265;4.697693;8
4003;4182;06/08/2021;08/08/2021;43; LE PUY EN VELAY CEDEX;3;0.7973;4.1;21.02;74;45.030881;3.899202;8
4004;4166;06/08/2021;09/08/2021;63; BESSE-ET-SAINT-ANASTAISE;5;1.41457;0;12.5;105;45.507404;2.918851;8
4005;4181;06/08/2021;07/08/2021;42; BOEN;0;0.10479;0;0.35;16;45.739941;4.191844;8
4006;4169;06/08/2021;09/07/2021;30; GRAU-DU-ROI (LE);4;2.58043;0;5.95;144;43.531749;4.140011;8
4007;4141;06/08/2021;07/08/2021;71; TOURNUS;2;0.557;1.7;5.34;34;46.564825;4.897479;8
4008;4233;06/08/2021;08/08/2021;90; BELFORT;2;0.5045;3.2;4.638;40;47.640938;6.857469;8
4009;4158;06/08/2021;09/08/2021;69; CONDRIEU;2;0.46364;0;3.39;35;45.476757;4.754055;8
4010;4144;06/08/2021;09/08/2021;20; BASTIA;0;0.4219;1.4;6.082;41;48.868956;2.393052;8
4011;4214;06/08/2021;07/08/2021;74; PASSY;2;1.19493;6.4;3.91;89;45.925787;6.703807;8
4012;4135;06/08/2021;06/08/2021;54; JARNY;3;1.92008;2.5;2.54;134;49.153575;5.879061;8
